Need for ART by age			
	Bangladesh		
 0-4	36.439743	18.647602	17.792141
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.286536	0.163935	0.122601
 20-24 	6.854884	4.558393	2.296491
 25-29 	35.280969	25.642588	9.638381
 30-34 	50.486644	38.664879	11.821765
 35-39 	52.816341	42.088895	10.727446
 40-44 	46.955840	38.240630	8.715210
 45-49 	40.146216	32.831563	7.314654
 50-54 	22.665122	18.361231	4.303892
 55-59 	13.576124	10.842195	2.733929
 60-64 	9.320470	7.512362	1.808108
 65-69 	6.216631	5.228331	0.988301
 70-74 	4.302691	3.708567	0.594124
 75-79 	2.717567	2.300229	0.417338
 80+ 	0.958014	0.875697	0.082317
Total	329.023795	249.667097	79.356698
2008			
 0-4	36.888802	18.879589	18.009213
 5-9	0.048727	0.025402	0.023325
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.344494	0.189855	0.154640
 20-24 	8.475335	5.490815	2.984520
 25-29 	45.268596	32.318248	12.950348
 30-34 	66.752357	50.330011	16.422346
 35-39 	68.336982	53.778358	14.558624
 40-44 	62.317321	50.154610	12.162711
 45-49 	53.785351	43.513756	10.271595
 50-54 	30.842303	24.664335	6.177968
 55-59 	17.034455	13.444302	3.590153
 60-64 	11.797253	9.384418	2.412835
 65-69 	7.929582	6.579499	1.350082
 70-74 	5.464179	4.665443	0.798735
 75-79 	3.508958	2.942581	0.566377
 80+ 	1.300036	1.176174	0.123862
Total	420.094731	317.537397	102.557334
2009			
 0-4	41.848661	21.428353	20.420308
 5-9	0.237234	0.123401	0.113833
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.409514	0.218153	0.191361
 20-24 	10.094633	6.333475	3.761158
 25-29 	57.092568	39.694224	17.398344
 30-34 	87.664246	64.577980	23.086266
 35-39 	88.906008	68.561310	20.344698
 40-44 	82.344648	65.008235	17.336413
 45-49 	71.679915	57.000112	14.679802
 50-54 	42.348164	33.181619	9.166544
 55-59 	21.703496	16.796920	4.906576
 60-64 	14.923164	11.623976	3.299188
 65-69 	10.120771	8.225626	1.895145
 70-74 	6.924648	5.821263	1.103385
 75-79 	4.510462	3.724517	0.785945
 80+ 	1.770895	1.576645	0.194249
Total	542.579026	403.895810	138.683216
2010			
 0-4	48.410810	24.810638	23.600171
 5-9	1.140705	0.593490	0.547215
 10-14 	0.000000	0.000000	0.000000
 15-19 	6.303262	3.343532	2.959730
 20-24 	88.518721	54.375331	34.143390
 25-29 	265.323384	180.685810	84.637574
 30-34 	350.263028	254.811454	95.451574
 35-39 	339.969683	259.265807	80.703876
 40-44 	279.743085	217.975813	61.767272
 45-49 	207.061435	162.178287	44.883148
 50-54 	112.082854	86.320394	25.762460
 55-59 	54.663074	41.730954	12.932120
 60-64 	36.923511	28.495902	8.427609
 65-69 	25.818155	20.811992	5.006163
 70-74 	17.875849	14.813032	3.062816
 75-79 	11.409360	9.359587	2.049773
 80+ 	4.258141	3.796809	0.461332
Total	1849.765057	1363.368832	486.396225
2011			
 0-4	55.425927	28.429611	26.996315
 5-9	3.454085	1.796155	1.657930
 10-14 	0.000000	0.000000	0.000000
 15-19 	6.671701	3.455616	3.216086
 20-24 	95.072862	56.923282	38.149581
 25-29 	297.604328	198.099127	99.505201
 30-34 	410.469229	292.984719	117.484510
 35-39 	403.054089	302.241760	100.812329
 40-44 	327.530511	251.689975	75.840536
 45-49 	248.860757	192.457311	56.403446
 50-54 	139.360700	105.798199	33.562501
 55-59 	65.858401	49.561540	16.296861
 60-64 	42.314451	32.180474	10.133977
 65-69 	29.890748	23.723945	6.166802
 70-74 	20.631351	16.884584	3.746766
 75-79 	13.248812	10.747996	2.500816
 80+ 	5.304982	4.659314	0.645668
Total	2164.752934	1571.633608	593.119325
2012			
 0-4	53.330815	27.376430	25.954385
 5-9	7.449854	3.873882	3.575972
 10-14 	0.000000	0.000000	0.000000
 15-19 	6.987042	3.530914	3.456128
 20-24 	99.933392	58.392161	41.541231
 25-29 	325.722527	211.928467	113.794060
 30-34 	469.745993	328.792758	140.953235
 35-39 	470.477042	346.727478	123.749564
 40-44 	376.313753	285.149550	91.164203
 45-49 	293.107669	223.744152	69.363518
 50-54 	169.283584	126.776206	42.507379
 55-59 	79.727438	59.118627	20.608812
 60-64 	47.634146	35.713990	11.920156
 65-69 	33.980583	26.558127	7.422455
 70-74 	23.442601	18.934402	4.508200
 75-79 	15.090128	12.108072	2.982056
 80+ 	6.477725	5.603823	0.873903
Total	2478.704293	1774.329038	704.375255
2013			
 0-4	51.384756	26.385369	24.999387
 5-9	12.637065	6.573412	6.063653
 10-14 	0.045895	0.024304	0.021591
 15-19 	7.209869	3.565553	3.644316
 20-24 	102.718911	58.657616	44.061296
 25-29 	348.280521	221.675887	126.604634
 30-34 	525.129982	360.480598	164.649383
 35-39 	539.877520	391.271028	148.606492
 40-44 	425.525991	318.090141	107.435850
 45-49 	338.876582	255.486972	83.389610
 50-54 	200.622877	148.511419	52.111458
 55-59 	96.429475	70.526113	25.903362
 60-64 	52.959263	39.204171	13.755092
 65-69 	37.908158	29.207737	8.700421
 70-74 	26.233244	20.922032	5.311212
 75-79 	16.887444	13.414002	3.473442
 80+ 	7.757896	6.615562	1.142333
Total	2790.485449	1970.611916	819.873533
2014			
 0-4	51.378312	26.380165	24.998147
 5-9	19.059627	9.923541	9.136086
 10-14 	0.223483	0.118125	0.105358
 15-19 	7.414068	3.614636	3.799432
 20-24 	103.240198	57.682479	45.557719
 25-29 	364.616514	227.371714	137.244801
 30-34 	574.771024	387.312451	187.458573
 35-39 	609.835336	435.246707	174.588629
 40-44 	477.346498	352.415356	124.931143
 45-49 	384.700807	286.835431	97.865376
 50-54 	233.416938	171.271989	62.144949
 55-59 	115.954406	83.852638	32.101769
 60-64 	58.935270	43.173300	15.761970
 65-69 	41.656797	31.701338	9.955459
 70-74 	29.027105	22.893016	6.134089
 75-79 	18.670499	14.704753	3.965747
 80+ 	9.153777	7.705931	1.447845
Total	3099.400662	2162.203571	937.197091
2015			
 0-4	46.443141	23.848385	22.594757
 5-9	25.390948	13.237308	12.153640
 10-14 	1.075069	0.568296	0.506773
 15-19 	7.646723	3.672789	3.973933
 20-24 	101.607533	55.519162	46.088371
 25-29 	373.199526	228.072134	145.127392
 30-34 	614.682626	406.571802	208.110824
 35-39 	674.908417	474.329958	200.578459
 40-44 	534.911378	390.012734	144.898644
 45-49 	421.054149	310.390215	110.663934
 50-54 	265.935186	193.564381	72.370805
 55-59 	136.995310	98.045897	38.949413
 60-64 	65.779904	47.685008	18.094897
 65-69 	44.901860	33.757347	11.144514
 70-74 	31.551808	24.607746	6.944062
 75-79 	20.297210	15.852422	4.444789
 80+ 	10.581600	8.799039	1.782560
Total	3376.962388	2328.534621	1048.427767
2016			
 0-4	39.732376	20.399426	19.332949
 5-9	30.401331	15.866587	14.534744
 10-14 	3.255280	1.721153	1.534127
 15-19 	8.088387	3.863662	4.224726
 20-24 	98.502394	52.726935	45.775460
 25-29 	372.717432	223.516015	149.201417
 30-34 	638.652709	414.972248	223.680461
 35-39 	726.114799	502.683414	223.431385
 40-44 	582.529982	419.187325	163.342658
 45-49 	450.613152	328.945686	121.667466
 50-54 	293.266199	211.909061	81.357138
 55-59 	156.978550	111.373019	45.605530
 60-64 	73.016675	52.396157	20.620519
 65-69 	47.114271	35.025849	12.088422
 70-74 	33.353460	25.732223	7.621237
 75-79 	21.488031	16.650581	4.837450
 80+ 	11.842687	9.734472	2.108215
Total	3587.667715	2446.703810	1140.963905
2017			
 0-4	36.309290	18.640815	17.668474
 5-9	32.197637	16.822218	15.375419
 10-14 	7.022485	3.715239	3.307246
 15-19 	8.801818	4.223551	4.578267
 20-24 	94.313837	49.603136	44.710701
 25-29 	364.376223	214.822761	149.553461
 30-34 	645.609262	412.604678	233.004584
 35-39 	760.809184	518.995864	241.813320
 40-44 	620.883900	441.169547	179.714354
 45-49 	470.923662	340.727655	130.196006
 50-54 	313.532590	225.030183	88.502406
 55-59 	174.353982	122.861199	51.492783
 60-64 	80.880133	57.486932	23.393201
 65-69 	48.248663	35.516030	12.732633
 70-74 	34.403414	26.271112	8.132302
 75-79 	22.228448	17.095825	5.132623
 80+ 	12.859671	10.459996	2.399675
Total	3727.754198	2516.046742	1211.707456
2018			
 0-4	31.192200	16.015558	15.176642
 5-9	32.945749	17.226125	15.719624
 10-14 	11.914571	6.310245	5.604326
 15-19 	9.904743	4.825416	5.079327
 20-24 	89.980217	46.804767	43.175450
 25-29 	351.544555	204.374031	147.170524
 30-34 	639.382381	402.637733	236.744648
 35-39 	780.936900	525.258364	255.678537
 40-44 	650.779076	457.001951	193.777126
 45-49 	485.973173	348.731854	137.241319
 50-54 	328.261389	234.091827	94.169562
 55-59 	189.139047	132.633205	56.505842
 60-64 	89.710568	63.232069	26.478499
 65-69 	48.973330	35.752074	13.221256
 70-74 	34.963674	26.451912	8.511761
 75-79 	22.712373	17.345959	5.366415
 80+ 	13.674894	11.019266	2.655628
Total	3811.988841	2549.712355	1262.276486
2019			
 0-4	27.053181	13.890557	13.162625
 5-9	31.897588	16.686851	15.210737
 10-14 	17.965155	9.525394	8.439761
 15-19 	11.659285	5.829610	5.829675
 20-24 	87.137944	45.545795	41.592149
 25-29 	338.697476	195.514702	143.182774
 30-34 	626.078362	390.106031	235.972331
 35-39 	791.018324	525.888305	265.130019
 40-44 	675.294987	469.726546	205.568441
 45-49 	501.496156	357.541591	143.954566
 50-54 	339.093671	240.710473	98.383198
 55-59 	202.645865	141.859157	60.786708
 60-64 	99.744908	69.952125	29.792783
 65-69 	50.299212	36.537313	13.761899
 70-74 	35.436089	26.637771	8.798318
 75-79 	23.201712	17.634348	5.567364
 80+ 	14.378435	11.499067	2.879368
Total	3873.098351	2575.085635	1298.012716
2020			
 0-4	24.159056	12.407246	11.751810
 5-9	29.313116	15.335824	13.977292
 10-14 	23.929547	12.706651	11.222897
 15-19 	14.366844	7.337785	7.029059
 20-24 	85.955548	45.710070	40.245478
 25-29 	328.238640	189.609271	138.629368
 30-34 	610.373699	378.114582	232.259117
 35-39 	794.085354	523.308213	270.777141
 40-44 	696.296715	480.734622	215.562093
 45-49 	524.055823	371.717930	152.337892
 50-54 	343.323115	242.963946	100.359169
 55-59 	215.848230	151.193147	64.655083
 60-64 	110.872911	77.607114	33.265797
 65-69 	52.858007	38.298132	14.559875
 70-74 	36.013468	26.970990	9.042479
 75-79 	23.810234	18.045294	5.764939
 80+ 	15.059090	11.975397	3.083693
Total	3928.559395	2604.036214	1324.523181
2021			
 0-4	21.010664	10.793184	10.217480
 5-9	26.542616	13.882266	12.660349
 10-14 	28.651524	15.231686	13.419838
 15-19 	17.927749	9.264738	8.663011
 20-24 	86.402455	46.953448	39.449007
 25-29 	321.279118	186.909031	134.370087
 30-34 	595.442595	368.326015	227.116580
 35-39 	792.131628	518.780872	273.350756
 40-44 	714.510433	490.251995	224.258438
 45-49 	544.675001	384.225638	160.449363
 50-54 	351.358919	248.374984	102.983934
 55-59 	228.745574	160.432423	68.313151
 60-64 	122.989766	86.078923	36.910843
 65-69 	56.929131	41.171093	15.758038
 70-74 	36.762206	27.472750	9.289457
 75-79 	24.545534	18.565432	5.980102
 80+ 	15.768562	12.484999	3.283563
Total	3985.673473	2639.199477	1346.473996
2022			
 0-4	17.915922	9.203863	8.712059
 5-9	24.832169	12.987571	11.844598
 10-14 	30.348664	16.153243	14.195421
 15-19 	22.465873	11.685715	10.780158
 20-24 	88.043742	48.833878	39.209864
 25-29 	317.749300	187.053692	130.695608
 30-34 	582.584476	361.358448	221.226028
 35-39 	786.338724	513.212073	273.126651
 40-44 	729.711012	498.104560	231.606452
 45-49 	565.748899	397.179851	168.569048
 50-54 	360.272408	254.475402	105.797006
 55-59 	240.958220	169.193482	71.764737
 60-64 	135.561506	94.986102	40.575404
 65-69 	62.778200	45.322175	17.456026
 70-74 	37.594701	28.067031	9.527670
 75-79 	25.378662	19.165687	6.212975
 80+ 	16.524998	13.038205	3.486793
Total	4044.807476	2680.020976	1364.786500
2023			
 0-4	16.746098	8.600990	8.145108
 5-9	22.308920	11.666766	10.642153
 10-14 	31.054276	16.539551	14.514724
 15-19 	27.424528	14.333321	13.091208
 20-24 	90.298076	50.843551	39.454525
 25-29 	317.100951	189.297908	127.803042
 30-34 	572.666920	357.407212	215.259708
 35-39 	778.114181	507.507831	270.606350
 40-44 	741.206788	503.880745	237.326043
 45-49 	586.316496	410.049804	176.266691
 50-54 	370.394073	261.355107	109.038966
 55-59 	252.321173	177.261051	75.060122
 60-64 	147.979387	103.885333	44.094055
 65-69 	70.309344	50.672598	19.636746
 70-74 	38.638677	28.834720	9.803957
 75-79 	26.238674	19.786553	6.452121
 80+ 	17.334366	13.636289	3.698077
Total	4106.452927	2725.559332	1380.893595
2024			
 0-4	16.569904	8.510389	8.059514
 5-9	19.854955	10.381688	9.473268
 10-14 	30.069962	16.023806	14.046156
 15-19 	33.090062	17.365458	15.724604
 20-24 	92.832125	52.718071	40.114055
 25-29 	318.580755	192.799479	125.781277
 30-34 	566.195232	356.391496	209.803736
 35-39 	768.931909	502.532404	266.399505
 40-44 	748.518559	507.392194	241.126365
 45-49 	605.816848	422.446584	183.370264
 50-54 	382.612930	269.572485	113.040446
 55-59 	261.913991	183.974608	77.939384
 60-64 	160.045670	112.605435	47.440235
 65-69 	79.126750	56.943678	22.183072
 70-74 	40.222932	30.005796	10.217135
 75-79 	27.060286	20.375982	6.684304
 80+ 	18.192599	14.272912	3.919687
Total	4169.635471	2774.312464	1395.323006
2025			
 0-4	17.224701	8.848859	8.375841
 5-9	17.938101	9.381969	8.556132
 10-14 	27.640597	14.729564	12.911033
 15-19 	38.325486	20.175797	18.149689
 20-24 	95.734276	54.529198	41.205078
 25-29 	321.213434	196.651257	124.562178
 30-34 	563.222984	358.007819	205.215165
 35-39 	760.091707	498.893411	261.198296
 40-44 	751.557930	508.727392	242.830538
 45-49 	623.594207	433.813122	189.781086
 50-54 	400.108119	281.383208	118.724911
 55-59 	266.367662	186.959246	79.408416
 60-64 	171.731878	121.095114	50.636763
 65-69 	88.785446	63.829489	24.955957
 70-74 	42.672198	31.805416	10.866783
 75-79 	27.829630	20.924067	6.905562
 80+ 	19.080771	14.930212	4.150559
Total	4233.119128	2824.685141	1408.433987
2026			
 0-4	18.050935	9.277360	8.773575
 5-9	16.131538	8.437791	7.693747
 10-14 	25.031279	13.335660	11.695620
 15-19 	42.810298	22.574258	20.236040
 20-24 	99.002798	56.337740	42.665058
 25-29 	324.305247	200.261359	124.043888
 30-34 	563.286086	361.605004	201.681082
 35-39 	752.578842	496.951841	255.627000
 40-44 	750.828255	508.338961	242.489294
 45-49 	638.992921	443.612724	195.380197
 50-54 	415.587391	291.428663	124.158728
 55-59 	273.046999	191.678739	81.368261
 60-64 	182.702860	129.076183	53.626676
 65-69 	99.044381	71.170988	27.873393
 70-74 	46.184501	34.364562	11.819940
 75-79 	28.574619	21.455152	7.119467
 80+ 	19.986097	15.594534	4.391562
Total	4296.145046	2875.501518	1420.643528
2027			
 0-4	18.494009	9.509485	8.984525
 5-9	14.993090	7.840303	7.152787
 10-14 	23.421611	12.476922	10.944689
 15-19 	44.227195	23.336438	20.890757
 20-24 	102.805945	58.303604	44.502341
 25-29 	327.331817	203.275628	124.056190
 30-34 	565.542302	366.370015	199.172287
 35-39 	746.804404	496.666577	250.137827
 40-44 	747.377328	506.945161	240.432168
 45-49 	651.702148	451.602206	200.099941
 50-54 	431.007206	301.391393	129.615812
 55-59 	280.035368	196.556129	83.479238
 60-64 	192.747337	136.337583	56.409754
 65-69 	109.512255	78.697598	30.814657
 70-74 	51.035253	37.876295	13.158958
 75-79 	29.282317	21.960076	7.322241
 80+ 	20.916574	16.270192	4.646381
Total	4357.236160	2925.415606	1431.820554
2028			
 0-4	18.963642	9.753437	9.210205
 5-9	14.813859	7.745071	7.068788
 10-14 	21.043234	11.209662	9.833572
 15-19 	44.853262	23.669175	21.184087
 20-24 	106.934344	60.402811	46.531533
 25-29 	329.813875	205.439992	124.373882
 30-34 	569.132295	371.543880	197.588415
 35-39 	743.312386	498.096434	245.215952
 40-44 	742.389033	505.266926	237.122107
 45-49 	661.288575	457.565375	203.723200
 50-54 	445.807413	310.982789	134.824624
 55-59 	287.892720	201.911398	85.981322
 60-64 	201.901306	142.848692	59.052614
 65-69 	119.772487	86.119140	33.653347
 70-74 	57.205883	42.324907	14.880977
 75-79 	30.112879	22.556429	7.556451
 80+ 	21.856326	16.943791	4.912534
Total	4417.093519	2974.379909	1442.713610
2029			
 0-4	19.238416	9.895991	9.342425
 5-9	15.260341	7.976895	7.283446
 10-14 	18.728674	9.975802	8.752873
 15-19 	43.557618	22.985333	20.572285
 20-24 	111.738705	62.856632	48.882073
 25-29 	331.571956	206.734173	124.837783
 30-34 	573.316099	376.530187	196.785912
 35-39 	742.393944	501.178335	241.215608
 40-44 	736.867638	503.874252	232.993387
 45-49 	667.397208	461.410582	205.986625
 50-54 	459.637032	319.958904	139.678128
 55-59 	297.412238	208.264722	89.147516
 60-64 	209.548537	148.181847	61.366690
 65-69 	129.712233	93.343632	36.368602
 70-74 	64.402668	47.500592	16.902076
 75-79 	31.357815	23.455788	7.902027
 80+ 	22.779579	17.595312	5.184268
Total	4474.920703	3021.718980	1453.201724
2030			
 0-4	19.236918	9.895188	9.341730
 5-9	16.215888	8.476240	7.739649
 10-14 	16.919716	9.015721	7.903995
 15-19 	40.527696	21.376378	19.151319
 20-24 	116.329184	65.206571	51.122613
 25-29 	332.780298	207.367452	125.412846
 30-34 	577.382810	380.832882	196.549928
 35-39 	744.076922	505.773113	238.303809
 40-44 	731.732059	503.197527	228.534532
 45-49 	670.023253	463.285659	206.737594
 50-54 	472.114629	327.995043	144.119586
 55-59 	311.141024	217.438256	93.702768
 60-64 	213.111329	150.523755	62.587574
 65-69 	139.346679	100.368760	38.977919
 70-74 	72.284930	53.165565	19.119365
 75-79 	33.290091	24.851030	8.439061
 80+ 	23.685573	18.225310	5.460263
Total	4530.198999	3066.994451	1463.204548
2031			
 0-4	19.209480	9.879942	9.329539
 5-9	17.254327	9.020607	8.233720
 10-14 	15.214019	8.109217	7.104802
 15-19 	36.891198	19.454563	17.436635
 20-24 	120.224145	67.197537	53.026608
 25-29 	333.694122	207.580250	126.113872
 30-34 	580.908389	384.209143	196.699246
 35-39 	747.894910	511.395091	236.499819
 40-44 	727.743741	503.568242	224.175498
 45-49 	669.618955	463.616510	206.002445
 50-54 	482.816642	334.767632	148.049010
 55-59 	323.207181	225.129187	98.077994
 60-64 	218.578785	154.312544	64.266241
 65-69 	148.416452	106.985655	41.430797
 70-74 	80.673263	59.201566	21.471696
 75-79 	36.071001	26.849511	9.221490
 80+ 	24.600959	18.856194	5.744765
Total	4583.017568	3110.133393	1472.884175
2032			
 0-4	19.029067	9.785976	9.243091
 5-9	18.100359	9.464930	8.635429
 10-14 	14.138192	7.535374	6.602818
 15-19 	34.088277	17.978414	16.109863
 20-24 	121.507651	67.816991	53.690660
 25-29 	334.810013	207.738917	127.071096
 30-34 	583.592473	386.558089	197.034384
 35-39 	752.977681	517.369754	235.607927
 40-44 	725.188882	504.983686	220.205196
 45-49 	667.049211	463.029762	204.019449
 50-54 	491.525373	340.146937	151.378436
 55-59 	335.170477	232.683006	102.487470
 60-64 	224.418931	158.295944	66.122987
 65-69 	156.751533	113.029551	43.721982
 70-74 	89.258263	65.395725	23.862538
 75-79 	39.910661	29.598726	10.311935
 80+ 	25.528653	19.491301	6.037352
Total	4633.045695	3150.903082	1482.142614
2033			
 0-4	18.684481	9.607745	9.076736
 5-9	18.652641	9.754710	8.897931
 10-14 	13.967082	7.444144	6.522938
 15-19 	30.559169	16.116741	14.442428
 20-24 	121.857627	67.949262	53.908366
 25-29 	336.346195	208.072725	128.273469
 30-34 	585.058403	387.733431	197.324972
 35-39 	758.484892	523.083077	235.401815
 40-44 	724.444818	507.528614	216.916204
 45-49 	663.288922	462.145927	201.142995
 50-54 	497.802230	343.935821	153.866409
 55-59 	346.565775	239.872659	106.693116
 60-64 	231.046551	162.710198	68.336353
 65-69 	164.373397	118.474305	45.899092
 70-74 	97.697943	71.514374	26.183570
 75-79 	44.786639	33.080524	11.706114
 80+ 	26.570542	20.207067	6.363475
Total	4680.187306	3189.231323	1490.955983
2034			
 0-4	18.286452	9.402226	8.884226
 5-9	18.900257	9.883921	9.016336
 10-14 	14.386614	7.667337	6.719276
 15-19 	27.226402	14.358101	12.868301
 20-24 	120.343985	67.115270	53.228715
 25-29 	338.952200	208.993300	129.958900
 30-34 	585.090457	387.674481	197.415976
 35-39 	763.847284	528.150899	235.696384
 40-44 	725.675397	511.169707	214.505690
 45-49 	659.200534	461.473356	197.727178
 50-54 	501.295997	346.030221	155.265776
 55-59 	357.153007	246.541145	110.611863
 60-64 	239.059996	167.954895	71.105101
 65-69 	170.793348	122.974884	47.818464
 70-74 	105.903776	77.489410	28.414365
 75-79 	50.468086	37.129828	13.338258
 80+ 	27.905479	21.135489	6.769991
Total	4724.489271	3225.144471	1499.344800
2035			
 0-4	17.826719	9.165229	8.661490
 5-9	18.901713	9.883600	9.018112
 10-14 	15.287120	8.147571	7.139549
 15-19 	24.652163	13.001530	11.650633
 20-24 	117.102628	65.376711	51.725917
 25-29 	341.874306	210.145889	131.728417
 30-34 	583.926849	386.578988	197.347862
 35-39 	768.539825	532.268940	236.270885
 40-44 	728.826740	515.807608	213.019131
 45-49 	655.519703	461.363547	194.156156
 50-54 	501.971354	346.533015	155.438339
 55-59 	366.663163	252.460161	114.203002
 60-64 	250.473145	175.503437	74.969708
 65-69 	173.928256	125.037433	48.890823
 70-74 	113.892949	83.327556	30.565393
 75-79 	56.691651	41.563522	15.128129
 80+ 	29.701501	22.397891	7.303611
Total	4765.779786	3258.562629	1507.217157
2036			
 0-4	17.396356	8.943330	8.453027
 5-9	18.733706	9.794894	8.938812
 10-14 	16.265662	8.670864	7.594798
 15-19 	22.470505	11.850946	10.619559
 20-24 	113.236583	63.324859	49.911723
 25-29 	344.464515	211.203049	133.261467
 30-34 	582.103009	384.822282	197.280728
 35-39 	772.257841	535.304170	236.953671
 40-44 	733.437627	521.043994	212.393633
 45-49 	652.830824	462.074651	190.756173
 50-54 	500.199171	345.795217	154.403954
 55-59 	374.740949	257.370746	117.370204
 60-64 	260.477800	181.809011	78.668789
 65-69 	178.649178	128.298488	50.350690
 70-74 	121.455252	88.862749	32.592504
 75-79 	63.320033	46.292416	17.027617
 80+ 	32.053422	24.058911	7.994510
Total	4804.092435	3289.520577	1514.571858
2037			
 0-4	17.068927	8.774413	8.294514
 5-9	18.384196	9.611745	8.772451
 10-14 	17.062349	9.097879	7.964470
 15-19 	21.094081	11.126843	9.967238
 20-24 	110.072972	61.649078	48.423893
 25-29 	344.810196	211.149164	133.661033
 30-34 	580.402052	382.947099	197.454954
 35-39 	774.756096	537.189947	237.566150
 40-44 	738.725309	526.316563	212.408746
 45-49 	651.335590	463.598778	187.736812
 50-54 	496.702087	344.338797	152.363290
 55-59 	381.172197	261.151153	120.021043
 60-64 	270.337232	187.969175	82.368058
 65-69 	183.698674	131.726170	51.972504
 70-74 	128.451802	93.960756	34.491046
 75-79 	70.119816	51.156717	18.963099
 80+ 	35.072300	26.195804	8.876496
Total	4839.265877	3317.960080	1521.305797
2038			
 0-4	16.847643	8.660263	8.187381
 5-9	17.903220	9.360064	8.543156
 10-14 	17.582159	9.376357	8.205802
 15-19 	20.658221	10.904995	9.753226
 20-24 	106.314569	59.666989	46.647579
 25-29 	344.195998	210.629246	133.566752
 30-34 	579.324556	381.377894	197.946662
 35-39 	775.607342	537.717513	237.889830
 40-44 	743.997802	531.155350	212.842452
 45-49 	651.333721	466.013515	185.320206
 50-54 	492.231421	342.634360	149.597061
 55-59 	385.548985	263.617950	121.931035
 60-64 	279.675502	193.800705	85.874797
 65-69 	189.405724	135.510483	53.895241
 70-74 	134.891343	98.592405	36.298938
 75-79 	76.829773	55.979730	20.850044
 80+ 	38.772726	28.817005	9.955721
Total	4871.120705	3343.814824	1527.305881
2039			
 0-4	16.718155	8.593545	8.124611
 5-9	17.381697	9.087441	8.294256
 10-14 	17.815096	9.500622	8.314475
 15-19 	20.803889	10.993186	9.810703
 20-24 	102.762933	57.796033	44.966900
 25-29 	341.926919	209.286020	132.640898
 30-34 	579.585077	380.601043	198.984034
 35-39 	774.451932	536.689726	237.762206
 40-44 	748.829113	535.303690	213.525423
 45-49 	652.924433	469.283042	183.641391
 50-54 	487.445436	341.062610	146.382826
 55-59 	387.531255	264.659054	122.872201
 60-64 	288.304794	199.181240	89.123554
 65-69 	196.261358	139.994565	56.266793
 70-74 	140.356866	102.452577	37.904290
 75-79 	83.381111	60.710074	22.671037
 80+ 	43.085333	31.871373	11.213961
Total	4899.565399	3367.065841	1532.499558
2040			
 0-4	16.655021	8.561173	8.093848
 5-9	16.877429	8.823812	8.053617
 10-14 	17.816279	9.500421	8.315858
 15-19 	21.444396	11.343622	10.100773
 20-24 	99.946207	56.309645	43.636562
 25-29 	338.088777	207.151238	130.937540
 30-34 	580.554746	380.353432	200.201315
 35-39 	771.517828	534.253008	237.264820
 40-44 	752.843205	538.566124	214.277081
 45-49 	656.018035	473.312431	182.705604
 50-54 	482.955795	339.911007	143.044788
 55-59 	387.070302	264.348530	122.721772
 60-64 	296.013105	203.928338	92.084767
 65-69 	205.944326	146.443968	59.500358
 70-74 	143.100307	104.255887	38.844419
 75-79 	89.787798	65.354623	24.433175
 80+ 	47.929715	35.301616	12.628099
Total	4924.563270	3387.718873	1536.844396
2041			
 0-4	16.624269	8.545616	8.078653
 5-9	16.452745	8.601507	7.851238
 10-14 	17.657849	9.415197	8.242652
 15-19 	22.166400	11.736611	10.429789
 20-24 	97.411698	54.970306	42.441392
 25-29 	333.828989	204.820580	129.008409
 30-34 	581.495272	380.260929	201.234343
 35-39 	767.483354	530.852191	236.631163
 40-44 	755.793446	540.831501	214.961945
 45-49 	660.194365	477.757719	182.436646
 50-54 	479.301898	339.431205	139.870694
 55-59 	384.457960	262.963882	121.494079
 60-64 	302.493686	207.821996	94.671690
 65-69 	214.409739	151.829838	62.579901
 70-74 	147.200849	107.096329	40.104520
 75-79 	95.887268	69.785787	26.101480
 80+ 	53.283183	39.092715	14.190467
Total	4946.142969	3405.813909	1540.329060
2042			
 0-4	16.620811	8.544160	8.076651
 5-9	16.151793	8.443709	7.708084
 10-14 	17.328445	9.239238	8.089207
 15-19 	22.742488	12.050636	10.691852
 20-24 	95.551034	53.983103	41.567931
 25-29 	330.315874	202.891796	127.424078
 30-34 	580.561571	379.315934	201.245637
 35-39 	763.391545	527.204312	236.187234
 40-44 	757.445831	542.004662	215.441169
 45-49 	664.785569	482.145745	182.639825
 50-54 	476.717680	339.661547	137.056134
 55-59 	380.279326	260.920235	119.359091
 60-64 	307.548201	210.750969	96.797232
 65-69 	222.723562	157.086110	65.637451
 70-74 	151.583583	110.086008	41.497575
 75-79 	101.569405	73.897769	27.671636
 80+ 	59.074631	43.195981	15.878651
Total	4964.391350	3421.421912	1542.969438
2043			
 0-4	16.632253	8.550406	8.081847
 5-9	15.975028	8.350817	7.624212
 10-14 	16.875294	8.997450	7.877844
 15-19 	23.089352	12.240125	10.849227
 20-24 	94.513974	53.429133	41.084841
 25-29 	326.229639	200.669807	125.559832
 30-34 	578.914816	378.061119	200.853697
 35-39 	760.018599	523.933344	236.085255
 40-44 	757.388945	541.840343	215.548602
 45-49 	669.221603	486.093495	183.128107
 50-54 	475.459556	340.671238	134.788318
 55-59 	375.199117	258.624477	116.574640
 60-64 	310.815280	212.553303	98.261977
 65-69 	230.579166	162.058495	68.520671
 70-74 	156.504107	113.376162	43.127946
