Incidence per 1000 by age and sex			
	Bangladesh		
 	Total	Male	Female
 80+ 	0.000000	0.000000	0.000000
Total	0.006775	0.009503	0.003962
2007			
 0-4	0.002257	0.002261	0.002253
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.004880	0.005599	0.004135
 20-24 	0.013820	0.018172	0.009426
 25-29 	0.016300	0.023067	0.009648
 30-34 	0.015483	0.022865	0.008208
 35-39 	0.013171	0.019731	0.006602
 40-44 	0.010508	0.015544	0.005330
 45-49 	0.007988	0.011491	0.004274
 50-54 	0.005937	0.008362	0.003277
 55-59 	0.004492	0.006523	0.002309
 60-64 	0.003848	0.005985	0.001625
 65-69 	0.003815	0.006111	0.001407
 70-74 	0.003872	0.005914	0.001676
 75-79 	0.002182	0.003923	0.000387
 80+ 	0.000000	0.000000	0.000000
Total	0.007193	0.009955	0.004354
2008			
 0-4	0.002290	0.002293	0.002286
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.005109	0.005801	0.004392
 20-24 	0.014434	0.018831	0.010012
 25-29 	0.016994	0.023904	0.010246
 30-34 	0.016114	0.023694	0.008716
 35-39 	0.013727	0.020465	0.007018
 40-44 	0.010932	0.016102	0.005660
 45-49 	0.008310	0.011897	0.004535
 50-54 	0.006190	0.008676	0.003486
 55-59 	0.004690	0.006761	0.002453
 60-64 	0.004012	0.006202	0.001724
 65-69 	0.003965	0.006332	0.001494
 70-74 	0.004033	0.006128	0.001780
 75-79 	0.002270	0.004062	0.000409
 80+ 	0.000000	0.000000	0.000000
Total	0.007532	0.010358	0.004635
2009			
 0-4	0.002532	0.002535	0.002528
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.005046	0.005512	0.004563
 20-24 	0.014157	0.017896	0.010404
 25-29 	0.016595	0.022720	0.010646
 30-34 	0.015681	0.022518	0.009055
 35-39 	0.013357	0.019471	0.007303
 40-44 	0.010610	0.015291	0.005878
 45-49 	0.008077	0.011298	0.004710
 50-54 	0.006021	0.008246	0.003623
 55-59 	0.004571	0.006431	0.002554
 60-64 	0.003893	0.005894	0.001791
 65-69 	0.003830	0.006019	0.001553
 70-74 	0.003906	0.005824	0.001851
 75-79 	0.002177	0.003855	0.000423
 80+ 	0.000000	0.000000	0.000000
Total	0.007419	0.009929	0.004853
2010			
 0-4	0.002639	0.002643	0.002635
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.005031	0.005388	0.004661
 20-24 	0.014075	0.017497	0.010633
 25-29 	0.016455	0.022211	0.010877
 30-34 	0.015519	0.022011	0.009250
 35-39 	0.013204	0.019027	0.007463
 40-44 	0.010460	0.014912	0.005995
 45-49 	0.007985	0.011038	0.004811
 50-54 	0.005949	0.008057	0.003700
 55-59 	0.004535	0.006295	0.002619
 60-64 	0.003850	0.005762	0.001829
 65-69 	0.003777	0.005884	0.001587
 70-74 	0.003855	0.005693	0.001892
 75-79 	0.002138	0.003764	0.000432
 80+ 	0.000000	0.000000	0.000000
Total	0.007403	0.009773	0.004984
2011			
 0-4	0.002913	0.002917	0.002909
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.004768	0.005009	0.004517
 20-24 	0.013301	0.016266	0.010306
 25-29 	0.015513	0.020645	0.010539
 30-34 	0.014602	0.020455	0.008962
 35-39 	0.012405	0.017688	0.007234
 40-44 	0.009828	0.013854	0.005806
 45-49 	0.007505	0.010254	0.004661
 50-54 	0.005587	0.007481	0.003582
 55-59 	0.004273	0.005859	0.002547
 60-64 	0.003619	0.005355	0.001772
 65-69 	0.003543	0.005469	0.001539
 70-74 	0.003615	0.005292	0.001834
 75-79 	0.001995	0.003494	0.000418
 80+ 	0.000000	0.000000	0.000000
Total	0.007052	0.009179	0.004882
2012			
 0-4	0.002679	0.002682	0.002675
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.004460	0.004600	0.004315
 20-24 	0.012404	0.014927	0.009843
 25-29 	0.014437	0.018941	0.010064
 30-34 	0.013563	0.018765	0.008557
 35-39 	0.011504	0.016231	0.006908
 40-44 	0.009123	0.012716	0.005545
 45-49 	0.006962	0.009404	0.004450
 50-54 	0.005180	0.006858	0.003417
 55-59 	0.003970	0.005382	0.002441
 60-64 	0.003358	0.004913	0.001691
 65-69 	0.003283	0.005018	0.001470
 70-74 	0.003346	0.004855	0.001752
 75-79 	0.001838	0.003204	0.000400
 80+ 	0.000000	0.000000	0.000000
Total	0.006585	0.008467	0.004667
2013			
 0-4	0.002736	0.002740	0.002733
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.004082	0.004064	0.004101
 20-24 	0.011280	0.013172	0.009348
 25-29 	0.013090	0.016714	0.009559
 30-34 	0.012258	0.016558	0.008126
 35-39 	0.010378	0.014323	0.006560
 40-44 	0.008242	0.011235	0.005272
 45-49 	0.006282	0.008294	0.004225
 50-54 	0.004676	0.006047	0.003242
 55-59 	0.003582	0.004752	0.002322
 60-64 	0.003023	0.004336	0.001607
 65-69 	0.002949	0.004428	0.001397
 70-74 	0.003006	0.004285	0.001664
 75-79 	0.001634	0.002827	0.000380
 80+ 	0.000000	0.000000	0.000000
Total	0.006019	0.007547	0.004463
2014			
 0-4	0.002554	0.002557	0.002550
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.003875	0.003855	0.003897
 20-24 	0.010700	0.012480	0.008875
 25-29 	0.012419	0.015834	0.009076
 30-34 	0.011619	0.015686	0.007715
 35-39 	0.009831	0.013568	0.006228
 40-44 	0.007821	0.010660	0.005012
 45-49 	0.005943	0.007850	0.004010
 50-54 	0.004426	0.005725	0.003077
 55-59 	0.003390	0.004502	0.002206
 60-64 	0.002871	0.004108	0.001529
 65-69 	0.002800	0.004195	0.001327
 70-74 	0.002847	0.004059	0.001579
 75-79 	0.001547	0.002678	0.000362
 80+ 	0.000000	0.000000	0.000000
Total	0.005726	0.007181	0.004243
2015			
 0-4	0.002028	0.002030	0.002025
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.003625	0.003603	0.003648
 20-24 	0.010001	0.011651	0.008303
 25-29 	0.011612	0.014782	0.008491
 30-34 	0.010852	0.014643	0.007216
 35-39 	0.009179	0.012664	0.005824
 40-44 	0.007299	0.009947	0.004690
 45-49 	0.005530	0.007307	0.003743
 50-54 	0.004130	0.005342	0.002877
 55-59 	0.003160	0.004201	0.002062
 60-64 	0.002685	0.003835	0.001434
 65-69 	0.002619	0.003917	0.001242
 70-74 	0.002658	0.003789	0.001477
 75-79 	0.001443	0.002501	0.000339
 80+ 	0.000000	0.000000	0.000000
Total	0.005336	0.006703	0.003944
2016			
 0-4	0.001758	0.001760	0.001756
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.003521	0.003587	0.003451
 20-24 	0.009750	0.011590	0.007849
 25-29 	0.011349	0.014702	0.008027
 30-34 	0.010613	0.014562	0.006820
 35-39 	0.008978	0.012592	0.005505
 40-44 	0.007135	0.009896	0.004435
 45-49 	0.005401	0.007265	0.003536
 50-54 	0.004032	0.005311	0.002719
 55-59 	0.003086	0.004176	0.001946
 60-64 	0.002638	0.003815	0.001360
 65-69 	0.002580	0.003896	0.001174
 70-74 	0.002608	0.003767	0.001394
 75-79 	0.001425	0.002488	0.000322
 80+ 	0.000000	0.000000	0.000000
Total	0.005210	0.006673	0.003721
2017			
 0-4	0.001486	0.001488	0.001485
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.003791	0.004148	0.003418
 20-24 	0.010628	0.013392	0.007768
 25-29 	0.012456	0.016983	0.007942
 30-34 	0.011688	0.016821	0.006747
 35-39 	0.009900	0.014543	0.005446
 40-44 	0.007859	0.011433	0.004388
 45-49 	0.005943	0.008396	0.003499
 50-54 	0.004429	0.006132	0.002689
 55-59 	0.003400	0.004821	0.001923
 60-64 	0.002937	0.004407	0.001349
 65-69 	0.002892	0.004500	0.001162
 70-74 	0.002900	0.004350	0.001378
 75-79 	0.001618	0.002874	0.000319
 80+ 	0.000000	0.000000	0.000000
Total	0.005696	0.007693	0.003664
2018			
 0-4	0.001262	0.001263	0.001261
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.003860	0.004300	0.003400
 20-24 	0.010847	0.013867	0.007718
 25-29 	0.012741	0.017578	0.007890
 30-34 	0.011964	0.017410	0.006703
 35-39 	0.010125	0.015050	0.005410
 40-44 	0.008032	0.011834	0.004359
 45-49 	0.006081	0.008703	0.003480
 50-54 	0.004520	0.006344	0.002671
 55-59 	0.003472	0.004988	0.001909
 60-64 	0.003006	0.004561	0.001342
 65-69 	0.002975	0.004657	0.001155
 70-74 	0.002975	0.004501	0.001367
 75-79 	0.001665	0.002976	0.000316
 80+ 	0.000000	0.000000	0.000000
Total	0.005816	0.007972	0.003625
2019			
 0-4	0.001087	0.001088	0.001085
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.003949	0.004396	0.003482
 20-24 	0.011079	0.014150	0.007893
 25-29 	0.013020	0.017930	0.008069
 30-34 	0.012226	0.017759	0.006854
 35-39 	0.010330	0.015349	0.005531
 40-44 	0.008190	0.012070	0.004456
 45-49 	0.006213	0.008892	0.003564
 50-54 	0.004601	0.006465	0.002729
 55-59 	0.003538	0.005086	0.001950
 60-64 	0.003060	0.004652	0.001372
 65-69 	0.003040	0.004750	0.001180
 70-74 	0.003039	0.004590	0.001397
 75-79 	0.001696	0.003035	0.000322
 80+ 	0.000000	0.000000	0.000000
Total	0.005936	0.008147	0.003691
2020			
 0-4	0.000913	0.000914	0.000912
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.003984	0.004474	0.003472
 20-24 	0.011175	0.014372	0.007858
 25-29 	0.013151	0.018206	0.008032
 30-34 	0.012361	0.018032	0.006821
 35-39 	0.010430	0.015584	0.005504
 40-44 	0.008264	0.012252	0.004434
 45-49 	0.006264	0.009024	0.003548
 50-54 	0.004624	0.006546	0.002709
 55-59 	0.003567	0.005163	0.001940
 60-64 	0.003084	0.004724	0.001365
 65-69 	0.003076	0.004822	0.001174
 70-74 	0.003075	0.004659	0.001389
 75-79 	0.001715	0.003079	0.000318
 80+ 	0.000000	0.000000	0.000000
Total	0.005990	0.008286	0.003660
2021			
 0-4	0.000902	0.000903	0.000901
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.003993	0.004480	0.003483
 20-24 	0.011184	0.014373	0.007874
 25-29 	0.013166	0.018202	0.008048
 30-34 	0.012382	0.018027	0.006834
 35-39 	0.010434	0.015577	0.005513
 40-44 	0.008261	0.012245	0.004441
 45-49 	0.006258	0.009025	0.003556
 50-54 	0.004619	0.006543	0.002712
 55-59 	0.003563	0.005160	0.001942
 60-64 	0.003076	0.004722	0.001366
 65-69 	0.003072	0.004819	0.001174
 70-74 	0.003079	0.004656	0.001390
 75-79 	0.001711	0.003073	0.000315
 80+ 	0.000000	0.000000	0.000000
Total	0.006004	0.008310	0.003664
2022			
 0-4	0.000895	0.000896	0.000894
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.003995	0.004479	0.003490
 20-24 	0.011187	0.014365	0.007890
 25-29 	0.013170	0.018186	0.008061
 30-34 	0.012397	0.018010	0.006845
 35-39 	0.010437	0.015562	0.005521
 40-44 	0.008254	0.012230	0.004448
 45-49 	0.006248	0.009018	0.003562
 50-54 	0.004616	0.006540	0.002716
 55-59 	0.003556	0.005154	0.001945
 60-64 	0.003067	0.004718	0.001367
 65-69 	0.003063	0.004814	0.001174
 70-74 	0.003082	0.004651	0.001391
 75-79 	0.001708	0.003066	0.000313
 80+ 	0.000000	0.000000	0.000000
Total	0.006013	0.008326	0.003667
2023			
 0-4	0.000890	0.000891	0.000889
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.003994	0.004473	0.003495
 20-24 	0.011195	0.014363	0.007908
 25-29 	0.013176	0.018175	0.008077
 30-34 	0.012415	0.017997	0.006859
 35-39 	0.010447	0.015552	0.005532
 40-44 	0.008249	0.012220	0.004456
 45-49 	0.006241	0.009013	0.003568
 50-54 	0.004619	0.006544	0.002725
 55-59 	0.003549	0.005149	0.001948
 60-64 	0.003061	0.004714	0.001368
 65-69 	0.003052	0.004810	0.001175
 70-74 	0.003086	0.004648	0.001394
 75-79 	0.001706	0.003059	0.000312
 80+ 	0.000000	0.000000	0.000000
Total	0.006020	0.008340	0.003668
2024			
 0-4	0.000889	0.000890	0.000888
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.003993	0.004465	0.003499
 20-24 	0.011206	0.014367	0.007928
 25-29 	0.013183	0.018169	0.008093
 30-34 	0.012434	0.017990	0.006874
 35-39 	0.010462	0.015547	0.005543
 40-44 	0.008248	0.012213	0.004465
 45-49 	0.006237	0.009008	0.003574
 50-54 	0.004625	0.006552	0.002737
 55-59 	0.003541	0.005144	0.001950
 60-64 	0.003056	0.004712	0.001370
 65-69 	0.003042	0.004808	0.001177
 70-74 	0.003093	0.004649	0.001399
 75-79 	0.001705	0.003053	0.000310
 80+ 	0.000000	0.000000	0.000000
Total	0.006026	0.008353	0.003669
2025			
 0-4	0.000890	0.000891	0.000889
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.003992	0.004458	0.003503
 20-24 	0.011220	0.014375	0.007948
 25-29 	0.013192	0.018167	0.008111
 30-34 	0.012453	0.017988	0.006889
 35-39 	0.010482	0.015545	0.005555
 40-44 	0.008249	0.012209	0.004474
 45-49 	0.006235	0.009004	0.003581
 50-54 	0.004622	0.006548	0.002743
 55-59 	0.003528	0.005135	0.001948
 60-64 	0.003052	0.004712	0.001372
 65-69 	0.003033	0.004808	0.001180
 70-74 	0.003100	0.004654	0.001407
 75-79 	0.001704	0.003047	0.000308
 80+ 	0.000000	0.000000	0.000000
Total	0.006030	0.008364	0.003668
2026			
 0-4	0.000892	0.000893	0.000892
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.003993	0.004455	0.003509
 20-24 	0.011234	0.014383	0.007968
 25-29 	0.013203	0.018171	0.008129
 30-34 	0.012472	0.017990	0.006905
 35-39 	0.010505	0.015546	0.005567
 40-44 	0.008255	0.012208	0.004482
 45-49 	0.006235	0.009001	0.003588
 50-54 	0.004620	0.006551	0.002750
 55-59 	0.003526	0.005136	0.001950
 60-64 	0.003048	0.004712	0.001375
 65-69 	0.003026	0.004809	0.001183
 70-74 	0.003107	0.004662	0.001417
 75-79 	0.001705	0.003042	0.000306
 80+ 	0.000000	0.000000	0.000000
Total	0.006034	0.008374	0.003667
2027			
 0-4	0.000896	0.000897	0.000896
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.003996	0.004455	0.003516
 20-24 	0.011246	0.014389	0.007986
 25-29 	0.013215	0.018178	0.008146
 30-34 	0.012489	0.017995	0.006920
 35-39 	0.010529	0.015550	0.005579
 40-44 	0.008266	0.012211	0.004491
 45-49 	0.006236	0.009002	0.003595
 50-54 	0.004618	0.006554	0.002756
 55-59 	0.003527	0.005139	0.001955
 60-64 	0.003045	0.004714	0.001377
 65-69 	0.003021	0.004811	0.001186
 70-74 	0.003109	0.004670	0.001427
 75-79 	0.001707	0.003041	0.000306
 80+ 	0.000000	0.000000	0.000000
Total	0.006036	0.008383	0.003664
2028			
 0-4	0.000901	0.000902	0.000900
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.004000	0.004456	0.003522
 20-24 	0.011255	0.014392	0.008002
 25-29 	0.013229	0.018188	0.008163
 30-34 	0.012504	0.018003	0.006935
 35-39 	0.010554	0.015557	0.005591
 40-44 	0.008282	0.012218	0.004501
 45-49 	0.006238	0.009004	0.003603
 50-54 	0.004617	0.006558	0.002761
 55-59 	0.003531	0.005146	0.001962
 60-64 	0.003041	0.004716	0.001380
 65-69 	0.003017	0.004814	0.001190
 70-74 	0.003107	0.004676	0.001434
 75-79 	0.001715	0.003045	0.000309
 80+ 	0.000000	0.000000	0.000000
Total	0.006037	0.008389	0.003661
2029			
 0-4	0.000906	0.000906	0.000905
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.004003	0.004457	0.003529
 20-24 	0.011264	0.014394	0.008017
 25-29 	0.013243	0.018201	0.008179
 30-34 	0.012518	0.018012	0.006949
 35-39 	0.010579	0.015566	0.005603
 40-44 	0.008300	0.012226	0.004510
 45-49 	0.006242	0.009008	0.003609
 50-54 	0.004617	0.006561	0.002766
 55-59 	0.003536	0.005153	0.001971
 60-64 	0.003036	0.004719	0.001382
 65-69 	0.003015	0.004817	0.001193
 70-74 	0.003101	0.004679	0.001439
 75-79 	0.001729	0.003058	0.000317
 80+ 	0.000000	0.000000	0.000000
Total	0.006036	0.008394	0.003656
2030			
 0-4	0.000910	0.000910	0.000909
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.004008	0.004459	0.003535
 20-24 	0.011274	0.014400	0.008032
 25-29 	0.013258	0.018216	0.008195
 30-34 	0.012532	0.018024	0.006962
 35-39 	0.010602	0.015577	0.005615
 40-44 	0.008320	0.012235	0.004519
 45-49 	0.006247	0.009012	0.003616
 50-54 	0.004618	0.006563	0.002771
 55-59 	0.003536	0.005155	0.001975
 60-64 	0.003029	0.004721	0.001380
 65-69 	0.003012	0.004821	0.001196
 70-74 	0.003093	0.004681	0.001441
 75-79 	0.001748	0.003081	0.000330
 80+ 	0.000000	0.000000	0.000000
Total	0.006034	0.008397	0.003650
2031			
 0-4	0.000913	0.000914	0.000912
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.004012	0.004462	0.003542
 20-24 	0.011286	0.014409	0.008046
 25-29 	0.013274	0.018233	0.008210
 30-34 	0.012547	0.018039	0.006975
 35-39 	0.010623	0.015590	0.005626
 40-44 	0.008342	0.012244	0.004527
 45-49 	0.006254	0.009018	0.003622
 50-54 	0.004620	0.006567	0.002775
 55-59 	0.003535	0.005161	0.001980
 60-64 	0.003028	0.004726	0.001382
 65-69 	0.003010	0.004825	0.001198
 70-74 	0.003085	0.004682	0.001441
 75-79 	0.001766	0.003107	0.000344
 80+ 	0.000000	0.000000	0.000000
Total	0.006032	0.008400	0.003644
2032			
 0-4	0.000915	0.000916	0.000914
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.004018	0.004467	0.003549
 20-24 	0.011300	0.014422	0.008061
 25-29 	0.013291	0.018252	0.008225
 30-34 	0.012562	0.018056	0.006987
 35-39 	0.010641	0.015604	0.005637
 40-44 	0.008364	0.012255	0.004535
 45-49 	0.006264	0.009026	0.003628
 50-54 	0.004623	0.006571	0.002780
 55-59 	0.003534	0.005167	0.001983
 60-64 	0.003029	0.004731	0.001385
 65-69 	0.003007	0.004831	0.001201
 70-74 	0.003078	0.004684	0.001441
 75-79 	0.001777	0.003130	0.000354
 80+ 	0.000000	0.000000	0.000000
Total	0.006028	0.008401	0.003637
2033			
 0-4	0.000919	0.000919	0.000918
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.004025	0.004474	0.003556
 20-24 	0.011314	0.014437	0.008074
 25-29 	0.013308	0.018271	0.008239
 30-34 	0.012576	0.018075	0.006998
 35-39 	0.010657	0.015619	0.005646
 40-44 	0.008387	0.012268	0.004543
 45-49 	0.006277	0.009037	0.003633
 50-54 	0.004627	0.006577	0.002784
 55-59 	0.003534	0.005172	0.001986
 60-64 	0.003031	0.004737	0.001389
 65-69 	0.003004	0.004836	0.001203
 70-74 	0.003074	0.004687	0.001441
 75-79 	0.001779	0.003143	0.000359
 80+ 	0.000000	0.000000	0.000000
Total	0.006023	0.008400	0.003628
2034			
 0-4	0.000922	0.000923	0.000921
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.004033	0.004482	0.003564
 20-24 	0.011328	0.014451	0.008086
 25-29 	0.013324	0.018290	0.008252
 30-34 	0.012590	0.018092	0.007006
 35-39 	0.010671	0.015633	0.005654
 40-44 	0.008408	0.012282	0.004550
 45-49 	0.006292	0.009047	0.003639
 50-54 	0.004630	0.006583	0.002787
 55-59 	0.003534	0.005177	0.001988
 60-64 	0.003033	0.004741	0.001394
 65-69 	0.003000	0.004842	0.001205
 70-74 	0.003070	0.004690	0.001442
 75-79 	0.001772	0.003147	0.000359
 80+ 	0.000000	0.000000	0.000000
Total	0.006016	0.008398	0.003618
2035			
 0-4	0.000925	0.000926	0.000924
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.004041	0.004491	0.003571
 20-24 	0.011340	0.014465	0.008096
 25-29 	0.013339	0.018309	0.008264
 30-34 	0.012602	0.018110	0.007014
 35-39 	0.010683	0.015648	0.005660
 40-44 	0.008427	0.012294	0.004557
 45-49 	0.006307	0.009057	0.003643
 50-54 	0.004634	0.006589	0.002790
 55-59 	0.003535	0.005182	0.001990
 60-64 	0.003033	0.004747	0.001396
 65-69 	0.002996	0.004848	0.001207
 70-74 	0.003066	0.004693	0.001442
 75-79 	0.001761	0.003144	0.000355
 80+ 	0.000000	0.000000	0.000000
Total	0.006007	0.008393	0.003607
2036			
 0-4	0.000928	0.000929	0.000927
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.004049	0.004499	0.003577
 20-24 	0.011352	0.014480	0.008105
 25-29 	0.013354	0.018328	0.008274
 30-34 	0.012614	0.018128	0.007020
 35-39 	0.010694	0.015663	0.005666
 40-44 	0.008442	0.012307	0.004562
 45-49 	0.006322	0.009065	0.003647
 50-54 	0.004639	0.006595	0.002792
 55-59 	0.003537	0.005187	0.001991
 60-64 	0.003030	0.004752	0.001398
 65-69 	0.002996	0.004854	0.001211
 70-74 	0.003063	0.004697	0.001442
 75-79 	0.001748	0.003138	0.000350
 80+ 	0.000000	0.000000	0.000000
Total	0.005997	0.008386	0.003595
2037			
 0-4	0.000931	0.000932	0.000930
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.004055	0.004506	0.003583
 20-24 	0.011365	0.014497	0.008115
 25-29 	0.013370	0.018348	0.008283
 30-34 	0.012628	0.018148	0.007028
 35-39 	0.010705	0.015679	0.005672
 40-44 	0.008456	0.012319	0.004567
 45-49 	0.006338	0.009074	0.003651
 50-54 	0.004646	0.006602	0.002794
 55-59 	0.003539	0.005192	0.001993
 60-64 	0.003027	0.004757	0.001399
 65-69 	0.002997	0.004859	0.001213
 70-74 	0.003059	0.004701	0.001443
 75-79 	0.001737	0.003133	0.000346
 80+ 	0.000000	0.000000	0.000000
Total	0.005986	0.008377	0.003583
2038			
 0-4	0.000933	0.000934	0.000932
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.004061	0.004513	0.003588
 20-24 	0.011379	0.014516	0.008124
 25-29 	0.013384	0.018368	0.008292
 30-34 	0.012642	0.018168	0.007036
 35-39 	0.010715	0.015693	0.005677
 40-44 	0.008467	0.012330	0.004571
 45-49 	0.006353	0.009084	0.003655
 50-54 	0.004655	0.006609	0.002797
 55-59 	0.003541	0.005197	0.001994
 60-64 	0.003025	0.004762	0.001400
 65-69 	0.002996	0.004864	0.001213
 70-74 	0.003055	0.004705	0.001444
 75-79 	0.001727	0.003129	0.000342
 80+ 	0.000000	0.000000	0.000000
Total	0.005973	0.008366	0.003569
2039			
 0-4	0.000936	0.000937	0.000935
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.004067	0.004520	0.003592
 20-24 	0.011393	0.014534	0.008133
 25-29 	0.013397	0.018387	0.008300
 30-34 	0.012656	0.018188	0.007044
 35-39 	0.010723	0.015705	0.005680
 40-44 	0.008476	0.012339	0.004575
 45-49 	0.006368	0.009093	0.003658
 50-54 	0.004664	0.006616	0.002799
 55-59 	0.003543	0.005201	0.001996
 60-64 	0.003025	0.004767	0.001401
 65-69 	0.002995	0.004868	0.001212
 70-74 	0.003049	0.004708	0.001444
 75-79 	0.001720	0.003125	0.000339
 80+ 	0.000000	0.000000	0.000000
Total	0.005958	0.008353	0.003555
2040			
 0-4	0.000939	0.000939	0.000938
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.004073	0.004526	0.003597
 20-24 	0.011406	0.014551	0.008141
 25-29 	0.013409	0.018403	0.008307
 30-34 	0.012669	0.018206	0.007051
 35-39 	0.010730	0.015715	0.005684
 40-44 	0.008483	0.012348	0.004579
 45-49 	0.006380	0.009101	0.003662
 50-54 	0.004674	0.006622	0.002801
 55-59 	0.003545	0.005206	0.001996
 60-64 	0.003026	0.004772	0.001402
 65-69 	0.002994	0.004873	0.001214
 70-74 	0.003040	0.004706	0.001442
 75-79 	0.001713	0.003123	0.000338
 80+ 	0.000000	0.000000	0.000000
Total	0.005942	0.008337	0.003540
2041			
 0-4	0.000941	0.000942	0.000941
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.004078	0.004533	0.003601
 20-24 	0.011418	0.014567	0.008149
 25-29 	0.013421	0.018419	0.008315
 30-34 	0.012681	0.018223	0.007058
 35-39 	0.010737	0.015726	0.005687
 40-44 	0.008490	0.012357	0.004582
 45-49 	0.006390	0.009108	0.003665
 50-54 	0.004684	0.006627	0.002803
 55-59 	0.003548	0.005209	0.001997
 60-64 	0.003027	0.004776	0.001402
 65-69 	0.002989	0.004877	0.001214
 70-74 	0.003035	0.004707	0.001438
 75-79 	0.001707	0.003121	0.000336
 80+ 	0.000000	0.000000	0.000000
Total	0.005925	0.008320	0.003524
2042			
 0-4	0.000945	0.000946	0.000944
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.004083	0.004539	0.003605
 20-24 	0.011430	0.014581	0.008158
 25-29 	0.013432	0.018434	0.008323
 30-34 	0.012692	0.018238	0.007065
 35-39 	0.010745	0.015738	0.005692
 40-44 	0.008496	0.012365	0.004586
 45-49 	0.006398	0.009114	0.003668
 50-54 	0.004694	0.006632	0.002806
 55-59 	0.003553	0.005213	0.001998
 60-64 	0.003028	0.004779	0.001403
 65-69 	0.002985	0.004881	0.001215
 70-74 	0.003034	0.004710	0.001436
 75-79 	0.001701	0.003120	0.000335
 80+ 	0.000000	0.000000	0.000000
Total	0.005907	0.008300	0.003508
2043			
 0-4	0.000949	0.000949	0.000948
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.004088	0.004544	0.003609
 20-24 	0.011442	0.014593	0.008167
 25-29 	0.013443	0.018448	0.008330
 30-34 	0.012702	0.018251	0.007072
 35-39 	0.010755	0.015751	0.005699
 40-44 	0.008501	0.012370	0.004589
 45-49 	0.006405	0.009118	0.003672
 50-54 	0.004704	0.006636	0.002808
 55-59 	0.003559	0.005217	0.002000
 60-64 	0.003029	0.004783	0.001404
 65-69 	0.002982	0.004884	0.001217
 70-74 	0.003037	0.004718	0.001440
 75-79 	0.001694	0.003118	0.000334
