Number on ART by age			
	Bangladesh		
Total	1,167.797354	792.563426	375.233928
2044			
 0-4	10.973690	5.654657	5.319034
 5-9	15.905631	8.314174	7.591458
 10-14 	16.384007	8.735547	7.648460
 15-19 	16.810428	8.998962	7.811466
 20-24 	13.871633	7.481311	6.390322
 25-29 	23.380560	13.473361	9.907199
 30-34 	47.129549	28.994185	18.135364
 35-39 	58.885303	40.617479	18.267824
 40-44 	70.477407	53.872784	16.604624
 45-49 	90.393000	69.722321	20.670678
 50-54 	108.798126	80.739132	28.058994
 55-59 	140.473090	96.402634	44.070456
 60-64 	162.873577	108.615561	54.258016
 65-69 	140.301079	95.158679	45.142399
 70-74 	96.763343	67.079218	29.684125
 75-79 	64.275299	44.730732	19.544568
 80+ 	48.580056	33.190875	15.389181
Total	1,169.539107	794.485988	375.053118
2045			
 0-4	11.024964	5.681237	5.343727
 5-9	15.911679	8.317184	7.594495
 10-14 	15.908940	8.482311	7.426629
 15-19 	16.806122	8.994872	7.811250
 20-24 	14.633563	7.879951	6.753613
 25-29 	21.717254	12.577622	9.139633
 30-34 	44.866747	27.721542	17.145205
 35-39 	62.684437	42.297552	20.386885
 40-44 	70.399837	53.473163	16.926674
 45-49 	90.169318	69.650787	20.518531
 50-54 	106.114742	79.753548	26.361194
 55-59 	132.533288	92.242826	40.290461
 60-64 	159.300508	106.178990	53.121519
 65-69 	143.772021	97.046915	46.725106
 70-74 	102.486740	70.746319	31.740421
 75-79 	65.953726	45.825800	20.127926
 80+ 	53.635687	36.646250	16.989437
Total	1,170.765156	795.997600	374.767556
2046			
 0-4	11.049106	5.693847	5.355259
 5-9	15.958418	8.341639	7.616779
 10-14 	15.508890	8.268825	7.240066
 15-19 	16.652587	8.911007	7.741580
 20-24 	15.463958	8.313120	7.150838
 25-29 	20.166778	11.745047	8.421731
 30-34 	42.450562	26.376423	16.074139
 35-39 	65.687381	43.606008	22.081373
 40-44 	71.085614	53.409036	17.676578
 45-49 	89.973289	69.491761	20.481528
 50-54 	104.400709	79.253547	25.147162
 55-59 	125.438653	88.692394	36.746259
 60-64 	154.122069	102.949420	51.172650
 65-69 	146.406148	98.350007	48.056141
 70-74 	107.409353	73.744404	33.664950
 75-79 	68.457363	47.513161	20.944202
 80+ 	58.792681	40.176815	18.615866
Total	1,171.539973	797.140770	374.399203
2047			
 0-4	11.037610	5.688099	5.349512
 5-9	16.020228	8.374088	7.646139
 10-14 	15.225412	8.117336	7.108076
 15-19 	16.339446	8.742368	7.597078
 20-24 	16.136684	8.663017	7.473667
 25-29 	19.161645	11.197253	7.964391
 30-34 	40.853441	25.457880	15.395562
 35-39 	66.492575	43.816526	22.676049
 40-44 	72.801236	53.845009	18.956227
 45-49 	89.720213	69.211805	20.508408
 50-54 	103.406772	79.066738	24.340034
 55-59 	119.442418	85.848171	33.594247
 60-64 	147.718181	99.189996	48.528185
 65-69 	148.017146	98.973489	49.043657
 70-74 	112.013313	76.488791	35.524523
 75-79 	71.276863	49.381117	21.895746
 80+ 	63.961518	43.704655	20.256863
Total	1,171.907951	797.945862	373.962089
2048			
 0-4	10.994760	5.666196	5.328565
 5-9	16.077120	8.404059	7.673060
 10-14 	15.058242	8.027860	7.030381
 15-19 	15.912718	8.513128	7.399589
 20-24 	16.569165	8.886291	7.682874
 25-29 	18.920170	11.047166	7.873004
 30-34 	38.673544	24.247216	14.426329
 35-39 	66.594069	43.681549	22.912520
 40-44 	75.312613	54.696968	20.615645
 45-49 	89.359147	68.787255	20.571892
 50-54 	102.901676	79.045971	23.855705
 55-59 	114.723507	83.763183	30.960324
 60-64 	140.599122	95.205338	45.393784
 65-69 	148.299682	98.782651	49.517031
 70-74 	116.160361	78.921389	37.238972
 75-79 	74.516440	51.479964	23.036476
 80+ 	69.069952	47.165632	21.904320
Total	1,171.872410	798.419933	373.452476
2049			
 0-4	10.928926	5.632457	5.296470
 5-9	16.114377	8.423863	7.690514
 10-14 	14.990563	7.991555	6.999007
 15-19 	15.454020	8.266407	7.187612
 20-24 	16.752795	8.978650	7.774145
 25-29 	19.170398	11.151686	8.018712
 30-34 	36.569356	23.078987	13.490369
 35-39 	65.438706	42.919964	22.518742
 40-44 	78.714173	56.036774	22.677399
 45-49 	88.903502	68.221763	20.681739
 50-54 	102.686132	79.074178	23.611954
 55-59 	111.273846	82.383030	28.890817
 60-64 	133.291276	91.296510	41.994766
 65-69 	147.012754	97.691608	49.321145
 70-74 	119.825416	81.027874	38.797542
 75-79 	78.265666	53.860729	24.404937
 80+ 	73.990782	50.474232	23.516550
Total	1,171.416552	798.558143	372.858410
2050			
 0-4	10.817436	5.575211	5.242225
 5-9	16.123898	8.429245	7.694653
 10-14 	14.993940	7.993403	7.000537
 15-19 	15.009873	8.028030	6.981843
 20-24 	16.736589	8.964676	7.771913
 25-29 	19.827920	11.467359	8.360562
 30-34 	34.897603	22.139277	12.758326
 35-39 	63.206725	41.614643	21.592082
 40-44 	82.173268	57.455228	24.718040
 45-49 	88.704623	67.700197	21.004427
 50-54 	102.572739	79.051601	23.521138
 55-59 	108.924424	81.587137	27.337287
 60-64 	126.291811	87.713160	38.578651
 65-69 	144.095766	95.723258	48.372508
 70-74 	122.926845	82.731649	40.195195
 75-79 	82.962323	56.844220	26.118103
 80+ 	78.142482	53.223377	24.919105
Total	1,170.343540	798.239530	372.104009
