Need for ART by age			
	India		
Total	332582.250287	214104.948635	118477.301651
2006			
 0-4	32242.739995	16977.806726	15264.933268
 5-9	102.903892	54.110525	48.793367
 10-14 	0.000000	0.000000	0.000000
 15-19 	328.488679	167.866121	160.622558
 20-24 	3556.060175	1694.874530	1861.185646
 25-29 	27461.592272	15064.569300	12397.022972
 30-34 	55579.468342	33899.281883	21680.186459
 35-39 	60278.478745	39595.145163	20683.333582
 40-44 	54366.393940	37372.808552	16993.585388
 45-49 	48056.474475	33583.956295	14472.518180
 50-54 	36683.287106	25358.413321	11324.873785
 55-59 	19606.513049	13036.271569	6570.241479
 60-64 	11048.637890	7218.828572	3829.809319
 65-69 	6739.000883	4532.359801	2206.641082
 70-74 	4107.669877	2930.612556	1177.057320
 75-79 	2476.020497	1778.345767	697.674730
 80+ 	1178.607737	882.268431	296.339306
Total	363812.337552	234147.519113	129664.818440
2007			
 0-4	32869.279305	17297.548243	15571.731062
 5-9	512.634114	269.470191	243.163923
 10-14 	0.000000	0.000000	0.000000
 15-19 	511.846334	265.470221	246.376113
 20-24 	3201.219751	1513.895543	1687.324209
 25-29 	27204.281261	14727.108038	12477.173222
 30-34 	59425.899921	35847.825174	23578.074747
 35-39 	66885.425133	43578.095819	23307.329313
 40-44 	61274.724174	41917.219341	19357.504833
 45-49 	53626.829516	37413.579523	16213.249993
 50-54 	41065.273295	28446.232653	12619.040643
 55-59 	22525.171635	15077.311451	7447.860184
 60-64 	12207.520945	7975.079034	4232.441911
 65-69 	7359.414358	4928.130428	2431.283929
 70-74 	4477.463815	3169.990130	1307.473685
 75-79 	2673.928683	1919.666455	754.262228
 80+ 	1346.737094	1001.188121	345.548973
Total	397167.649334	255347.810366	141819.838968
2008			
 0-4	32980.187827	17342.708771	15637.479056
 5-9	1573.425973	826.880193	746.545780
 10-14 	0.000000	0.000000	0.000000
 15-19 	827.332950	433.746697	393.586252
 20-24 	2871.138769	1353.424000	1517.714770
 25-29 	26809.925730	14373.683339	12436.242390
 30-34 	63990.760571	38250.316845	25740.443726
 35-39 	75893.385254	49144.685448	26748.699806
 40-44 	71015.169792	48455.319458	22559.850334
 45-49 	61440.878984	42871.108109	18569.770876
 50-54 	47324.590433	32907.537712	14417.052721
 55-59 	26852.639097	18145.448776	8707.190321
 60-64 	14039.152833	9203.224894	4835.927939
 65-69 	8330.571459	5571.561729	2759.009729
 70-74 	5055.011472	3558.328636	1496.682836
 75-79 	2985.258320	2145.022209	840.236111
 80+ 	1587.589519	1175.949198	411.640321
Total	443577.018982	285758.946013	157818.072969
2009			
 0-4	32161.178748	16898.637251	15262.541497
 5-9	3480.241555	1828.143741	1652.097814
 10-14 	0.000000	0.000000	0.000000
 15-19 	1296.731817	684.286739	612.445078
 20-24 	2576.092969	1215.021568	1361.071401
 25-29 	25689.914678	13664.504682	12025.409996
 30-34 	67610.778954	40051.308777	27559.470177
 35-39 	85468.761578	54997.742996	30471.018581
 40-44 	81583.671412	55539.838776	26043.832636
 45-49 	70262.575588	49042.923000	21219.652588
 50-54 	54642.313196	38146.585865	16495.727331
 55-59 	32033.822758	21851.712257	10182.110500
 60-64 	16393.501043	10807.826797	5585.674247
 65-69 	9507.246120	6355.553368	3151.692753
 70-74 	5730.273062	4011.894292	1718.378770
 75-79 	3347.960999	2406.513454	941.447545
 80+ 	1872.508016	1383.740920	488.767096
Total	493657.572494	318886.234483	174771.338011
2010			
 0-4	31994.577803	16799.032204	15195.545599
 5-9	6170.634340	3239.547577	2931.086763
 10-14 	0.000000	0.000000	0.000000
 15-19 	4391.188258	2253.633631	2137.554627
 20-24 	16936.410757	8316.072770	8620.337986
 25-29 	83993.840978	45150.217278	38843.623699
 30-34 	184925.660389	108514.727680	76410.932709
 35-39 	238468.657288	151208.492142	87260.165146
 40-44 	210466.659321	141109.266518	69357.392803
 45-49 	163970.240868	112922.408760	51047.832108
 50-54 	112106.972980	77335.411606	34771.561375
 55-59 	66303.665272	44832.343529	21471.321743
 60-64 	34057.301860	22325.738894	11731.562966
 65-69 	19402.026059	12906.017011	6496.009048
 70-74 	11809.360045	8181.387471	3627.972574
 75-79 	6886.255949	4878.972970	2007.282979
 80+ 	3721.740590	2743.737934	978.002656
Total	1195605.192755	762717.007975	432888.184780
2011			
 0-4	30326.342809	15912.301589	14414.041220
 5-9	9520.984703	4995.453074	4525.531629
 10-14 	99.556594	52.305221	47.251373
 15-19 	5877.517345	3050.851503	2826.665842
 20-24 	15664.112679	7726.633102	7937.479577
 25-29 	76590.543701	41071.574654	35518.969047
 30-34 	179730.017483	104551.494972	75178.522511
 35-39 	246517.437534	155029.935890	91487.501644
 40-44 	223569.622955	149094.051697	74475.571259
 45-49 	176776.163074	121476.745079	55299.417995
 50-54 	122426.540897	84580.155739	37846.385159
 55-59 	73783.975962	50161.803795	23622.172167
 60-64 	38397.874407	25326.133455	13071.740952
 65-69 	21117.317556	14013.521554	7103.796002
 70-74 	12659.868521	8718.341063	3941.527459
 75-79 	7348.859900	5190.078759	2158.781141
 80+ 	4133.291850	3035.564747	1097.727103
Total	1244540.027973	793986.945892	450553.082080
2012			
 0-4	29394.031191	15416.831901	13977.199290
 5-9	13050.233665	6841.370024	6208.863641
 10-14 	496.522741	260.750560	235.772181
 15-19 	7518.098598	3924.224338	3593.874260
 20-24 	14947.494601	7418.735689	7528.758911
 25-29 	69821.036617	37410.185623	32410.850994
 30-34 	172496.245977	99542.900963	72953.345015
 35-39 	251809.204308	156915.273911	94893.930397
 40-44 	236556.503502	156712.914764	79843.588737
 45-49 	190406.651112	130409.819283	59996.831829
 50-54 	133222.071373	92034.587917	41187.483456
 55-59 	81634.619549	55693.778923	25940.840626
 60-64 	43647.979158	28965.829906	14682.149252
 65-69 	23046.708106	15247.383175	7799.324931
 70-74 	13588.465945	9298.653958	4289.811987
 75-79 	7863.007070	5524.324497	2338.682573
 80+ 	4565.699914	3338.657478	1227.042436
Total	1294064.573426	824956.222910	469108.350516
2013			
 0-4	27813.150763	14581.916616	13231.234147
 5-9	16046.818526	8405.753237	7641.065289
 10-14 	1526.201651	801.246924	724.954727
 15-19 	9179.063388	4808.313927	4370.749462
 20-24 	14757.529568	7375.948975	7381.580593
 25-29 	63908.392745	34274.518591	29633.874155
 30-34 	163599.847113	93780.082645	69819.764467
 35-39 	253889.758385	156698.605759	97191.152626
 40-44 	248960.555573	163671.109383	85289.446190
 45-49 	204484.527905	139478.082726	65006.445179
 50-54 	144335.138809	99595.883591	44739.255219
 55-59 	89822.791317	61410.588043	28412.203274
 60-64 	49640.973625	33132.477961	16508.495665
 65-69 	25264.367613	16669.911556	8594.456057
 70-74 	14600.491695	9927.798371	4672.693324
 75-79 	8416.664891	5874.904002	2541.760888
 80+ 	5014.448243	3649.435493	1365.012750
Total	1341260.721809	854136.577799	487124.144011
2014			
 0-4	22938.593855	12024.567277	10914.026578
 5-9	18233.770885	9544.141487	8689.629398
 10-14 	3380.866273	1774.103936	1606.762337
 15-19 	10659.028995	5598.403484	5060.625511
 20-24 	15199.451912	7659.010173	7540.441740
 25-29 	59085.094842	31765.447033	27319.647809
 30-34 	153873.128338	87804.548222	66068.580116
 35-39 	253035.455624	154729.102127	98306.353497
 40-44 	261227.024170	170326.438877	90900.585293
 45-49 	218452.933508	148345.452408	70107.481100
 50-54 	155900.871542	107379.061878	48521.809664
 55-59 	98644.909013	67535.644550	31109.264462
 60-64 	56143.516402	37658.847240	18484.669162
 65-69 	27970.129268	18435.850165	9534.279102
 70-74 	15747.357074	10640.693712	5106.663362
 75-79 	9010.561771	6245.695364	2764.866407
 80+ 	5488.914209	3974.900734	1514.013475
Total	1384991.607681	881441.908668	503549.699013
2015			
 0-4	20537.860412	10773.614414	9764.245998
 5-9	19070.879703	9974.632066	9096.247637
 10-14 	6005.089024	3149.513842	2855.575182
 15-19 	11843.345840	6238.300852	5605.044989
 20-24 	16269.862620	8273.392694	7996.469926
 25-29 	55378.467649	29895.575822	25482.891827
 30-34 	143935.615941	82007.138718	61928.477223
 35-39 	249267.230724	151246.363888	98020.866837
 40-44 	274539.871292	177684.546753	96855.324539
 45-49 	229911.602852	155438.435337	74473.167515
 50-54 	167878.238451	115413.097778	52465.140673
 55-59 	108128.804728	74127.863533	34000.941195
 60-64 	62903.427295	42381.575003	20521.852292
 65-69 	31282.700803	20649.964395	10632.736408
 70-74 	17052.973634	11458.349133	5594.624501
 75-79 	9636.643943	6636.069671	3000.574272
 80+ 	5988.562991	4316.159479	1672.403512
Total	1429631.177902	909664.593375	519966.584526
2016			
 0-4	18359.731537	9637.609752	8722.121785
 5-9	18547.364426	9693.599293	8853.765133
 10-14 	9281.545717	4865.384622	4416.161095
 15-19 	12877.852592	6816.641488	6061.211105
 20-24 	17838.780982	9141.048423	8697.732560
 25-29 	52874.187848	28694.122555	24180.065293
 30-34 	134795.780502	76910.075300	57885.705202
 35-39 	243670.367943	147019.543175	96650.824768
 40-44 	284099.273672	182601.405945	101497.867727
 45-49 	243848.642611	164089.742039	79758.900572
 50-54 	180944.310888	124179.416374	56764.894514
 55-59 	118394.849195	81260.398407	37134.450788
 60-64 	70112.618962	47430.404358	22682.214604
 65-69 	35337.715912	23409.152862	11928.563051
 70-74 	18569.561723	12418.978395	6150.583328
 75-79 	10332.555854	7073.296230	3259.259624
 80+ 	6531.102683	4685.302019	1845.800663
Total	1476416.243048	939926.121235	536490.121813
2017			
 0-4	16647.871470	8745.392272	7902.479198
 5-9	16916.946342	8835.361921	8081.584421
 10-14 	12739.359627	6672.911888	6066.447739
 15-19 	13885.824206	7364.537288	6521.286918
 20-24 	19764.539046	10196.164153	9568.374893
 25-29 	51606.790472	28141.198559	23465.591913
 30-34 	127171.794538	72752.800241	54418.994297
 35-39 	237007.422058	142354.576756	94652.845303
 40-44 	291789.871765	186146.334690	105643.537075
 45-49 	258505.165062	172926.886562	85578.278500
 50-54 	195547.331020	133821.078781	61726.252239
 55-59 	129478.701923	88856.364254	40622.337669
 60-64 	77826.217358	52778.521477	25047.695881
 65-69 	40311.422667	26812.903531	13498.519135
 70-74 	20321.827662	13524.713189	6797.114474
 75-79 	11124.063941	7568.508892	3555.555049
 80+ 	7131.222958	5086.918033	2044.304925
Total	1527776.372116	972585.172487	555191.199629
2018			
 0-4	15834.055071	8321.300041	7512.755030
 5-9	14038.480946	7326.074396	6712.406549
 10-14 	15682.891819	8209.027214	7473.864605
 15-19 	14568.081251	7732.532187	6835.549064
 20-24 	21865.674001	11343.446601	10522.227400
 25-29 	51479.143879	28195.709860	23283.434018
 30-34 	121145.607011	69585.072878	51560.534133
 35-39 	229377.646025	137392.646065	91984.999960
 40-44 	297040.398607	188100.255943	108940.142664
 45-49 	273296.135635	181605.760761	91690.374874
 50-54 	211233.465002	144039.149834	67194.315168
 55-59 	141297.992743	96868.947620	44429.045123
 60-64 	86053.475681	58439.282677	27614.193005
 65-69 	46070.382729	30770.708006	15299.674723
 70-74 	22382.885559	14835.209815	7547.675744
 75-79 	12017.497660	8126.574758	3890.922902
 80+ 	7781.057124	5516.107060	2264.950064
Total	1581164.870743	1006407.805717	574757.065026
2019			
 0-4	16369.932335	8598.415985	7771.516350
 5-9	10116.244805	5275.829052	4840.415753
 10-14 	17831.415234	9327.106258	8504.308975
 15-19 	15585.141873	8262.095796	7323.046077
 20-24 	23832.818762	12428.770336	11404.048426
 25-29 	52358.014348	28795.028051	23562.986297
 30-34 	116338.669371	67181.933796	49156.735575
 35-39 	220299.570284	131921.828615	88377.741669
 40-44 	298475.542868	187796.394787	110679.148081
 45-49 	287309.989418	189623.798885	97686.190533
 50-54 	226219.271202	153692.182957	72527.088245
 55-59 	153299.864701	104956.164093	48343.700608
 60-64 	94691.393896	64373.825466	30317.568430
 65-69 	52182.025701	34986.456025	17195.569676
 70-74 	24823.993383	16417.830208	8406.163175
 75-79 	12992.407465	8733.958026	4258.449439
 80+ 	8447.628765	5952.052899	2495.575866
Total	1631173.924410	1038323.671236	592850.253174
2020			
 0-4	17086.200934	8967.835103	8118.365831
 5-9	6837.287615	3564.085531	3273.202084
 10-14 	18662.692585	9754.770489	8907.922096
 15-19 	16847.062992	8914.651555	7932.411437
 20-24 	25512.603325	13355.279808	12157.323517
 25-29 	54106.506217	29858.489408	24248.016809
 30-34 	112657.607373	65449.679370	47207.928003
 35-39 	210359.488717	126234.429737	84125.058980
 40-44 	296034.991320	185303.405197	110731.586123
 45-49 	301847.288845	197953.252304	103894.036541
 50-54 	237699.133867	160845.017197	76854.116671
 55-59 	165335.562490	113008.141962	52327.420527
 60-64 	103725.764642	70574.881392	33150.883250
 65-69 	58368.356366	39256.122004	19112.234363
 70-74 	27730.410986	18340.641697	9389.769289
 75-79 	14058.102227	9395.211689	4662.890538
 80+ 	9121.920103	6388.764146	2733.155957
Total	1675990.980605	1067164.658589	608826.322016
2021			
 0-4	18082.987017	9482.653415	8600.333602
 5-9	4354.658721	2269.319763	2085.338958
 10-14 	18160.315636	9485.317736	8674.997900
 15-19 	18377.687817	9710.359054	8667.328763
 20-24 	26909.202740	14125.068271	12784.134469
 25-29 	56479.095905	31237.575870	25241.520035
 30-34 	110104.202931	64359.683563	45744.519368
 35-39 	200532.362464	120834.081903	79698.280560
 40-44 	290385.368942	181124.393532	109260.975410
 45-49 	311125.433295	202747.402985	108378.030311
 50-54 	250644.717389	168830.301323	81814.416066
 55-59 	177627.089650	121173.151909	56453.937741
 60-64 	113045.960340	76950.002711	36095.957629
 65-69 	64669.039101	43600.355839	21068.683261
 70-74 	31145.331914	20633.461286	10511.870628
 75-79 	15223.475077	10117.286182	5106.188896
 80+ 	9818.172422	6835.328332	2982.844090
Total	1716685.101361	1093515.743675	623169.357687
2022			
 0-4	19164.808146	10040.440513	9124.367633
 5-9	2788.645660	1454.863995	1333.781665
 10-14 	16571.595432	8649.660782	7921.934650
 15-19 	20001.668682	10531.463987	9470.204696
 20-24 	27980.179297	14725.312527	13254.866770
 25-29 	59172.916633	32781.773476	26391.143157
 30-34 	108644.488174	63877.002894	44767.485280
 35-39 	191569.979843	116082.222609	75487.757235
 40-44 	282134.493255	175697.144482	106437.348773
 45-49 	316898.387839	205254.015453	111644.372386
 50-54 	262745.117297	176103.668682	86641.448615
 55-59 	190278.248145	129511.191523	60767.056622
 60-64 	122529.535430	83404.901001	39124.634429
 65-69 	71044.811969	47981.413060	23063.398909
 70-74 	35155.710871	23358.953085	11796.757786
 75-79 	16485.705683	10898.132511	5587.573172
 80+ 	10549.442707	7300.860966	3248.581742
Total	1753715.735065	1117653.021545	636062.713520
2023			
 0-4	20139.471263	10541.214525	9598.256738
 5-9	2754.844781	1440.717222	1314.127559
 10-14 	13764.668488	7178.982853	6585.685635
 15-19 	21726.886758	11408.655518	10318.231240
 20-24 	28522.406404	15025.050501	13497.355904
 25-29 	61875.075249	34324.996870	27550.078378
 30-34 	108233.708719	63958.357656	44275.351063
 35-39 	183891.842248	112174.383623	71717.458625
 40-44 	272005.142320	169467.193653	102537.948667
 45-49 	319074.176651	205515.252502	113558.924149
 50-54 	273919.869862	182607.579979	91312.289883
 55-59 	203028.757926	137833.635561	65195.122365
 60-64 	132204.652405	89951.307369	42253.345036
 65-69 	77581.624123	52454.880792	25126.743331
 70-74 	39651.866696	26435.448807	13216.417888
 75-79 	17920.774147	11795.138601	6125.635547
 80+ 	11327.124633	7791.909885	3535.214748
Total	1787622.892672	1139904.705919	647718.186753
2024			
 0-4	20998.268376	10981.428207	10016.840169
 5-9	4189.569814	2189.750041	1999.819772
 10-14 	9933.796888	5177.873484	4755.923404
 15-19 	22848.970746	11969.064074	10879.906673
 20-24 	29279.499209	15411.431339	13868.067870
 25-29 	64216.915847	35677.164091	28539.751755
 30-34 	108879.288866	64595.693428	44283.595438
 35-39 	177694.013064	109164.778238	68529.234826
 40-44 	260829.687463	162925.211422	97904.476041
 45-49 	317840.452142	203763.898125	114076.554017
 50-54 	284511.817701	188581.180454	95930.637247
 55-59 	215032.722668	145561.377056	69471.345612
 60-64 	142025.405232	96549.857283	45475.547950
 65-69 	84464.556365	57151.070545	27313.485819
 70-74 	44388.861762	29680.740822	14708.120939
 75-79 	19648.584583	12898.974547	6749.610036
 80+ 	12164.315915	8315.254576	3849.061339
Total	1818946.726641	1160594.747733	658351.978908
2025			
 0-4	21478.623717	11224.034834	10254.588883
 5-9	5950.862374	3107.959860	2842.902514
 10-14 	6721.909582	3502.156964	3219.752618
 15-19 	22964.126367	12004.320220	10959.806147
 20-24 	30247.758223	15891.347901	14356.410322
 25-29 	66086.506415	36762.897071	29323.609344
 30-34 	110476.725560	65731.620520	44745.105041
 35-39 	172959.195397	107010.927980	65948.267417
 40-44 	249447.804980	156519.625881	92928.179099
 45-49 	313596.411768	200355.182060	113241.229708
 50-54 	296140.344268	195197.021103	100943.323165
 55-59 	224002.195155	151102.427402	72899.767753
 60-64 	152035.028153	103216.723475	48818.304677
 65-69 	91788.545115	62136.042497	29652.502618
 70-74 	49196.776190	32966.143958	16230.632232
 75-79 	21757.268132	14275.574931	7481.693202
 80+ 	13076.950599	8880.758869	4196.191729
Total	1847927.031996	1179884.765527	668042.266470
2026			
 0-4	21683.828312	11323.971998	10359.856314
 5-9	7844.192106	4093.596676	3750.595430
 10-14 	4281.447115	2229.991025	2051.456090
 15-19 	22048.586502	11505.979421	10542.607081
 20-24 	31469.585119	16494.548577	14975.036541
 25-29 	67549.572444	37616.727144	29932.845300
 30-34 	112732.336327	67194.914700	45537.421627
 35-39 	169576.856898	105624.881226	63951.975673
 40-44 	238636.403101	150645.625969	87990.777132
 45-49 	306887.962675	195711.342232	111176.620443
 50-54 	303265.626718	198771.362621	104494.264096
 55-59 	234698.977218	157659.407322	77039.569896
 60-64 	162425.116159	110080.057463	52345.058697
 65-69 	99455.828822	67332.150719	32123.678104
 70-74 	54124.896163	36322.531174	17802.364989
 75-79 	24272.262336	15941.756006	8330.506330
 80+ 	14075.819986	9496.639036	4579.180950
Total	1875029.298001	1198045.483308	676983.814693
2027			
 0-4	21610.515859	11279.679442	10330.836418
 5-9	9670.796178	5042.862974	4627.933204
 10-14 	2733.408575	1425.083855	1308.324720
 15-19 	20295.851768	10577.659519	9718.192249
 20-24 	32845.091274	17145.356591	15699.734683
 25-29 	68581.414890	38235.454922	30345.959968
 30-34 	115309.313222	68814.818731	46494.494491
 35-39 	167465.825060	104944.295885	62521.529175
 40-44 	229026.089869	145602.241932	83423.847938
 45-49 	298227.771804	190200.017826	108027.753978
 50-54 	307594.677900	200518.960430	107075.717470
 55-59 	244920.695395	163754.860594	81165.834801
 60-64 	173291.997400	117191.820436	56100.176965
 65-69 	107366.685547	72663.347667	34703.337880
 70-74 	59156.918690	39730.938151	19425.980539
 75-79 	27255.492226	17941.019079	9314.473147
 80+ 	15164.878430	10165.632376	4999.246054
Total	1900517.424089	1215234.050409	685283.373681
2028			
 0-4	21050.310822	10982.743078	10067.567744
 5-9	11202.713435	5837.118980	5365.594455
 10-14 	2688.589434	1404.885251	1283.704182
 15-19 	17624.039756	9175.900187	8448.139569
 20-24 	34332.253753	17862.695320	16469.558433
 25-29 	69062.461769	38520.642571	30541.819197
 30-34 	117892.808488	70421.490860	47471.317628
 35-39 	166551.427938	104904.785252	61646.642686
 40-44 	220929.855070	141533.195553	79396.659517
 45-49 	288204.597689	184176.382217	104028.215471
 50-54 	309017.383515	200465.540260	108551.843255
 55-59 	254593.634766	169331.921494	85261.713273
 60-64 	184401.488645	124381.495228	60019.993417
 65-69 	115545.835964	78138.630932	37407.205032
 70-74 	64372.570538	43243.856917	21128.713621
 75-79 	30616.954565	20206.220934	10410.733631
 80+ 	16402.874761	10930.564584	5472.310177
Total	1924489.800906	1231518.069618	692971.731288
2029			
 0-4	20183.923195	10528.150990	9655.772205
 5-9	12252.268744	6379.259218	5873.009526
 10-14 	4089.884772	2135.857359	1954.027413
 15-19 	14212.698457	7398.797505	6813.900952
 20-24 	35291.404513	18306.219447	16985.185067
 25-29 	69728.150730	38856.338143	30871.812587
 30-34 	120141.318847	71834.459732	48306.859115
 35-39 	166832.539224	105490.294813	61342.244411
 40-44 	214475.115794	138458.296246	76016.819549
 45-49 	277498.685883	178034.915882	99463.770000
 50-54 	307667.190236	198801.784840	108865.405396
 55-59 	264011.095605	174592.907837	89418.187768
 60-64 	194978.442532	131119.863729	63858.578803
 65-69 	123952.760608	83722.795605	40229.965004
 70-74 	69927.521721	46970.890900	22956.630822
 75-79 	34167.942730	22597.708560	11570.234170
 80+ 	17876.642228	11854.686183	6021.956045
Total	1947287.585820	1247083.226987	700204.358833
2030			
 0-4	19506.899334	10173.596608	9333.302726
 5-9	12730.620113	6623.529596	6107.090517
 10-14 	5812.770212	3033.329178	2779.441034
 15-19 	11340.581332	5907.617449	5432.963883
 20-24 	35302.037391	18263.738247	17038.299144
 25-29 	70602.282000	39263.325025	31338.956975
 30-34 	121975.153076	72991.388535	48983.764542
 35-39 	168221.077346	106652.742012	61568.335334
 40-44 	209598.306985	136307.606499	73290.700486
 45-49 	266809.105778	172138.496902	94670.608875
 50-54 	303855.980395	195818.949802	108037.030593
 55-59 	274622.225295	180583.571215	94038.654080
 60-64 	202931.965976	135959.887657	66972.078319
 65-69 	132621.759312	89425.584393	43196.174920
 70-74 	75899.925017	50966.339437	24933.585580
 75-79 	37783.236802	25021.083803	12762.152999
 80+ 	19647.233665	12981.849744	6665.383921
Total	1969261.160030	1262112.636102	707148.523929
2031			
 0-4	18886.560847	9848.450283	9038.110564
 5-9	12641.755299	6572.714373	6069.040926
 10-14 	7667.225053	3997.981580	3669.243473
 15-19 	9135.929499	4766.552437	4369.377062
 20-24 	34336.391065	17725.772351	16610.618714
 25-29 	71740.150656	39778.628132	31961.522524
 30-34 	123473.566958	73934.125118	49539.441840
 35-39 	170408.450714	108212.511471	62195.939243
 40-44 	206151.810709	134971.082500	71180.728209
 45-49 	256786.434643	166812.260368	89974.174274
 50-54 	298000.746058	191852.251682	106148.494376
 55-59 	281301.055972	183921.357441	97379.698531
 60-64 	212629.687550	141824.356299	70805.331250
 65-69 	141710.046212	95349.230339	46360.815873
 70-74 	82208.615353	55166.501000	27042.114354
 75-79 	41507.681295	27504.941157	14002.740138
 80+ 	21725.098228	14318.127733	7406.970495
Total	1990311.206110	1276556.844265	713754.361845
2032			
 0-4	18417.942493	9601.744264	8816.198228
 5-9	12023.084459	6246.838861	5776.245598
 10-14 	9458.749427	4928.319377	4530.430049
 15-19 	7704.389254	4029.816661	3674.572593
 20-24 	32577.168668	16788.820432	15788.348236
 25-29 	73062.627259	40346.452943	32716.174316
 30-34 	124606.523624	74654.798904	49951.724720
 35-39 	173020.243658	109974.220528	63046.023130
 40-44 	204035.324514	134374.787918	69660.536596
 45-49 	247969.931857	162308.134117	85661.797740
 50-54 	290481.260743	187182.451099	103298.809644
 55-59 	285578.792474	185701.183371	99877.609103
 60-64 	222026.291926	147349.736938	74676.554989
 65-69 	151288.492551	101528.037845	49760.454707
 70-74 	88771.015092	59509.395366	29261.619727
 75-79 	45336.536948	30040.198378	15296.338569
 80+ 	24143.497778	15885.608965	8257.888813
Total	2010501.872727	1290450.545967	720051.326759
2033			
 0-4	18176.775303	9472.173652	8704.601651
 5-9	10956.017462	5688.887251	5267.130211
 10-14 	10963.010115	5707.659841	5255.350274
 15-19 	7573.917358	3966.331529	3607.585830
 20-24 	29910.103996	15394.040521	14516.063475
 25-29 	74451.204124	40959.399773	33491.804351
 30-34 	125294.112176	75068.678233	50225.433943
 35-39 	175721.964510	111755.690571	63966.273939
 40-44 	203156.909204	134443.339287	68713.569918
 45-49 	240619.101928	158744.309906	81874.792022
 50-54 	281759.800541	182083.438614	99676.361927
 55-59 	287309.841261	185925.961905	101383.879356
 60-64 	231032.566542	152470.914561	78561.651981
 65-69 	161143.839695	107807.635771	53336.203925
 70-74 	95607.114409	64000.347475	31606.766935
 75-79 	49334.399369	32668.173517	16666.225851
 80+ 	26868.142050	17656.742707	9211.399342
Total	2029878.820044	1303813.725113	726065.094931
2034			
 0-4	18116.333884	9435.151581	8681.182303
 5-9	9701.066651	5034.627701	4666.438951
 10-14 	11995.565540	6240.639263	5754.926277
 15-19 	8652.634916	4522.175665	4130.459251
 20-24 	26528.283978	13646.009455	12882.274522
 25-29 	75294.179737	41293.286120	34000.893617
 30-34 	126190.451705	75522.593678	50667.858027
 35-39 	178156.447145	113367.226044	64789.221102
 40-44 	203495.935581	135151.352779	68344.582802
 45-49 	234823.795358	156123.528370	78700.266988
 50-54 	272392.275237	176874.345982	95517.929255
 55-59 	286566.583451	184745.355549	101821.227902
 60-64 	239878.296313	157349.859114	82528.437199
 65-69 	170575.958784	113713.744031	56862.214753
 70-74 	102681.520243	68607.861955	34073.658288
 75-79 	53618.748732	35469.621271	18149.127462
 80+ 	29821.928654	19572.198869	10249.729785
Total	2048490.005909	1316669.577425	731820.428484
2035			
 0-4	18159.612585	9451.081348	8708.531237
 5-9	8554.152859	4437.328378	4116.824481
 10-14 	12469.283171	6482.427822	5986.855349
 15-19 	10027.893728	5230.594523	4797.299205
 20-24 	23717.719714	12197.469486	11520.250228
 25-29 	75176.289129	41142.587368	34033.701761
 30-34 	127285.303852	76023.120543	51262.183308
 35-39 	180225.628529	114737.972393	65487.656136
 40-44 	204956.088778	136450.025425	68506.063354
 45-49 	230492.511379	154361.992859	76130.518520
 50-54 	262972.569403	171855.874191	91116.695211
 55-59 	283584.854357	182399.475817	101185.378540
 60-64 	249818.765148	162894.093721	86924.671427
 65-69 	177718.126816	117967.200124	59750.926692
 70-74 	110018.378027	73336.057201	36682.320826
 75-79 	58246.881833	38483.489541	19763.392293
 80+ 	32963.974722	21598.363665	11365.611057
Total	2066388.034029	1329049.154404	737338.879625
2036			
 0-4	18271.523177	9502.020746	8769.502431
 5-9	7651.325606	3967.301600	3684.024006
 10-14 	12387.228859	6435.314516	5951.914343
 15-19 	11539.505116	6008.268351	5531.236765
 20-24 	21571.753880	11092.717919	10479.035961
 25-29 	74065.901405	40496.321893	33569.579512
 30-34 	128612.944415	76599.000166	52013.944249
 35-39 	181994.913883	115903.897307	66091.016576
 40-44 	207228.277716	138158.623268	69069.654448
 45-49 	227475.629272	153348.948799	74126.680473
 50-54 	254090.598686	167317.577888	86773.020798
 55-59 	278711.440946	179173.195889	99538.245057
 60-64 	256251.223652	166099.833319	90151.390333
 65-69 	186481.704360	123167.587330	63314.117030
 70-74 	117744.412682	78265.299164	39479.113518
 75-79 	63159.411386	41663.568530	21495.842856
 80+ 	36343.714157	23766.329037	12577.385120
Total	2083581.509197	1340965.805722	742615.703475
2037			
 0-4	18412.439442	9567.867523	8844.571918
 5-9	7110.394595	3685.292368	3425.102227
 10-14 	11785.657316	6118.696207	5666.961109
 15-19 	13019.809065	6768.000098	6251.808967
 20-24 	20166.218863	10370.025339	9796.193525
 25-29 	72158.607517	39456.577751	32702.029766
 30-34 	130078.762444	77195.871178	52882.891266
 35-39 	183425.730129	116849.856694	66575.873435
 40-44 	209932.363784	140072.837292	69859.526492
 45-49 	225682.574334	153016.634678	72665.939656
 50-54 	246253.895589	163493.908916	82759.986672
 55-59 	272269.095679	175305.744036	96963.351644
 60-64 	260539.722089	167944.121193	92595.600896
 65-69 	195033.721220	128106.264894	66927.456326
 70-74 	125913.080941	83420.414689	42492.666252
 75-79 	68295.757231	44966.283652	23329.473579
 80+ 	39988.161690	26091.030159	13897.131531
Total	2100065.991927	1352429.426667	747636.565261
2038			
 0-4	18552.369103	9633.429456	8918.939647
 5-9	6991.847192	3622.022349	3369.824842
 10-14 	10743.709858	5574.330355	5169.379503
 15-19 	14275.017435	7409.986204	6865.031231
 20-24 	20031.815077	10297.022516	9734.792561
 25-29 	69368.321668	37982.938483	31385.383185
 30-34 	131505.634661	77778.370848	53727.263813
