Number on ART by age			
	India		
 40-44 	112472.680587	82200.602890	30272.077697
 45-49 	136706.959913	100061.578751	36645.381163
 50-54 	170855.573227	119984.121357	50871.451870
 55-59 	215611.942840	142397.737701	73214.205138
 60-64 	236640.277158	152282.585093	84357.692066
 65-69 	195180.075999	126943.055370	68237.020628
 70-74 	131579.355033	86507.252584	45072.102450
 75-79 	72527.999064	47533.299700	24994.699364
 80+ 	44725.497970	28871.667629	15853.830341
Total	1537756.928937	1027157.421891	510599.507046
2040			
 0-4	6683.138756	3449.875743	3233.263014
 5-9	7591.256262	3927.427649	3663.828612
 10-14 	8390.372120	4349.030375	4041.341744
 15-19 	13001.979994	6860.662900	6141.317094
 20-24 	9025.561684	5212.757742	3812.803943
 25-29 	19516.794413	12417.460155	7099.334258
 30-34 	53205.967997	34573.134886	18632.833111
 35-39 	80745.483773	57291.676412	23453.807361
 40-44 	113836.145337	83224.516907	30611.628430
 45-49 	137422.254975	100944.489708	36477.765267
 50-54 	166360.801722	118142.902775	48217.898947
 55-59 	206584.426925	137750.894560	68833.532365
 60-64 	233850.148863	150223.211258	83626.937605
 65-69 	203765.981867	131639.207594	72126.774273
 70-74 	137630.277670	90011.142001	47619.135670
 75-79 	78131.241338	51039.347557	27091.893781
 80+ 	49170.525007	31655.429440	17515.095567
Total	1547577.125841	1034439.501428	513137.624413
2041			
 0-4	6797.547403	3507.306974	3290.240429
 5-9	8079.142967	4177.147699	3901.995268
 10-14 	7502.801940	3887.287062	3615.514878
 15-19 	12916.858057	6810.322496	6106.535561
 20-24 	10673.746048	6035.691746	4638.054301
 25-29 	17356.940922	11317.085980	6039.854943
 30-34 	52282.359581	33989.135914	18293.223667
 35-39 	82206.332256	57908.998709	24297.333548
 40-44 	115033.048581	84104.076030	30928.972550
 45-49 	138902.363788	102216.649494	36685.714293
 50-54 	163108.676494	116988.225025	46120.451468
 55-59 	198054.154967	133537.688490	64516.466477
 60-64 	229301.400699	147371.152489	81930.248210
 65-69 	209443.820971	134432.381642	75011.439329
 70-74 	145021.245140	94290.535594	50730.709546
 75-79 	84062.707396	54714.438804	29348.268592
 80+ 	53932.757288	34621.304864	19311.452424
Total	1557055.396807	1041481.170747	515574.226061
2042			
 0-4	6740.950993	3476.585242	3264.365751
 5-9	8578.479732	4432.709219	4145.770513
 10-14 	6969.343631	3609.371755	3359.971876
 15-19 	12341.719256	6510.072365	5831.646891
 20-24 	12273.032904	6833.132881	5439.900023
 25-29 	15992.829909	10617.208162	5375.621747
 30-34 	50543.796895	33008.178526	17535.618369
 35-39 	83871.004460	58573.827873	25297.176587
 40-44 	116040.736117	84829.150462	31211.585655
 45-49 	140837.836052	103706.067616	37131.768436
 50-54 	161027.651174	116465.250881	44562.400292
 55-59 	190488.707428	129967.046137	60521.661292
 60-64 	223294.018195	143938.747894	79355.270301
 65-69 	213271.426832	136084.019510	77187.407322
 70-74 	152285.309266	98387.869144	53897.440122
 75-79 	90362.113676	58573.773189	31788.340486
 80+ 	58989.571885	37750.001553	21239.570333
Total	1566197.302762	1048281.678625	517915.624137
2043			
 0-4	6521.826820	3362.255576	3159.571244
 5-9	9007.682925	4652.000366	4355.682559
 10-14 	6850.577344	3546.061474	3304.515870
 15-19 	11353.335710	6000.028553	5353.307157
 20-24 	13621.446069	7503.338641	6118.107428
 25-29 	15947.252289	10576.794182	5370.458106
 30-34 	47897.141944	31590.538116	16306.603827
 35-39 	85552.134525	59243.884884	26308.249641
 40-44 	116794.692770	85322.188875	31472.503895
 45-49 	142948.819168	105252.046192	37696.772976
 50-54 	160045.614274	116515.472488	43530.141786
 55-59 	184126.082106	127139.698845	56986.383261
 60-64 	216213.108541	140140.156494	76072.952047
 65-69 	215111.022096	136590.589573	78520.432523
 70-74 	159344.648674	102250.870321	57093.778352
 75-79 	96897.311027	62524.544290	34372.766737
 80+ 	64374.358011	41057.412067	23316.945944
Total	1574987.141384	1054828.198355	520158.943029
2044			
 0-4	6217.141873	3204.269209	3012.872664
 5-9	9300.178760	4800.653632	4499.525127
 10-14 	7053.359346	3648.714616	3404.644731
 15-19 	10194.958832	5405.321968	4789.636864
 20-24 	14552.896839	7963.431252	6589.465587
 25-29 	17130.275485	11141.287881	5988.987604
 30-34 	44548.729871	29853.229849	14695.500022
 35-39 	86642.072063	59600.975224	27041.096840
 40-44 	117874.766880	85885.965268	31988.801612
 45-49 	144919.846025	106684.401829	38235.444197
 50-54 	160147.200468	117120.625999	43026.574469
 55-59 	179060.125697	125062.016670	53998.109027
 60-64 	208528.888915	136227.016575	72301.872340
 65-69 	214989.077972	136053.705085	78935.372887
 70-74 	166305.226157	105957.849784	60347.376372
 75-79 	103218.253448	66272.576120	36945.677328
 80+ 	70091.867309	44542.508081	25549.359227
Total	1583345.545918	1061078.186499	522267.359419
2045			
 0-4	5913.498350	3047.332895	2866.165454
 5-9	9420.409895	4860.392633	4560.017262
 10-14 	7435.302402	3843.750554	3591.551847
 15-19 	9140.005214	4865.019522	4274.985692
 20-24 	14985.887494	8172.520363	6813.367131
 25-29 	18596.629666	11846.165107	6750.464559
 30-34 	41817.512230	28441.031006	13376.481224
 35-39 	86709.403061	59438.161308	27271.241753
 40-44 	119234.728540	86509.430353	32725.298188
 45-49 	146661.133297	107936.370586	38724.762711
 50-54 	161245.097199	118240.700550	43004.396649
 55-59 	175231.903497	123670.060148	51561.843349
 60-64 	200750.642253	132439.581514	68311.060739
 65-69 	213062.709160	134641.858125	78420.851035
 70-74 	173920.644483	110047.077983	63873.566500
 75-79 	108130.200958	69028.047868	39102.153090
 80+ 	76164.686367	48212.110462	27952.575904
Total	1591189.604711	1066991.087060	524198.517651
2046			
 0-4	5655.406661	2914.257690	2741.148971
 5-9	9366.525724	4830.401716	4536.124008
 10-14 	7913.069648	4088.117480	3824.952168
 15-19 	8312.391675	4441.569475	3870.822200
 20-24 	14921.924880	8131.768483	6790.156397
 25-29 	20181.155432	12609.167640	7571.987792
 30-34 	39799.010171	27394.765700	12404.244471
 35-39 	85732.812336	58752.458382	26980.353954
 40-44 	120882.565372	87208.245100	33674.320272
 45-49 	148218.682539	109032.158936	39186.523602
 50-54 	163075.801909	119722.308846	43353.493064
 55-59 	172535.511364	122882.995718	49652.515646
 60-64 	193382.521931	129010.247959	64372.273972
 65-69 	209583.418693	132557.786443	77025.632250
 70-74 	179140.987358	112604.891849	66536.095510
 75-79 	114202.959382	72445.826966	41757.132416
 80+ 	82655.876692	52100.165121	30555.711571
Total	1598495.623801	1072559.910391	525935.713410
2047			
 0-4	5476.364912	2822.083818	2654.281094
 5-9	9159.553345	4721.755886	4437.797459
 10-14 	8402.752217	4338.568569	4064.183648
 15-19 	7818.985100	4188.585124	3630.399976
 20-24 	14392.440655	7857.221921	6535.218734
 25-29 	21716.454954	13347.173325	8369.281628
 30-34 	38549.758796	26734.251921	11815.506875
 35-39 	83931.915021	57663.817131	26268.097890
 40-44 	122675.010023	87911.594261	34763.415762
 45-49 	149558.180895	109955.170040	39603.010855
 50-54 	165323.558067	121392.637997	43930.920071
 55-59 	170908.434672	122654.856466	48253.578206
 60-64 	186855.537123	126128.064411	60727.472712
 65-69 	204799.876002	129975.888830	74823.987172
 70-74 	182836.956587	114250.727479	68586.229108
 75-79 	120234.470113	75759.285091	44475.185022
 80+ 	89576.356934	56204.310047	33372.046886
Total	1605255.275890	1077788.400591	527466.875299
2048			
 0-4	5390.311154	2777.830034	2612.481120
 5-9	8849.758883	4560.622253	4289.136629
 10-14 	8824.294477	4553.815754	4270.478723
 15-19 	7713.094295	4132.050745	3581.043550
 20-24 	13468.521590	7385.133283	6083.388306
 25-29 	23010.768056	13965.240227	9045.527830
 30-34 	38560.055445	26696.283042	11863.772403
 35-39 	81252.785698	56163.485359	25089.300339
 40-44 	124398.600130	88559.081215	35839.518915
 45-49 	150610.924012	110626.655029	39984.268983
 50-54 	167710.238029	123096.395138	44613.842892
 55-59 	170288.014199	122935.245451	47352.768748
 60-64 	181391.023879	123887.654205	57503.369673
 65-69 	199041.081429	127073.272410	71967.809019
 70-74 	184893.396291	114987.928330	69905.467961
 75-79 	126163.361630	78929.710158	47233.651471
 80+ 	96853.953689	60472.805876	36381.147813
Total	1611484.547398	1082695.476551	528789.070848
2049			
 0-4	5389.801555	2777.652844	2612.148712
 5-9	8510.750492	4385.035017	4125.715475
 10-14 	9112.340753	4700.146254	4412.194499
 15-19 	7905.237117	4225.843652	3679.393465
 20-24 	12379.209104	6831.189279	5548.019825
 25-29 	23906.555279	14385.719462	9520.835817
 30-34 	39733.584847	27221.494755	12512.090093
 35-39 	77933.149908	54391.386867	23541.763041
 40-44 	125448.451253	88834.061836	36614.389417
 45-49 	151937.425167	111334.368975	40603.056192
 50-54 	169936.572287	124676.032520	45260.539766
 55-59 	170671.090655	123714.443069	46956.647586
 60-64 	177081.408361	122299.102198	54782.306164
 65-69 	192714.502872	124060.976325	68653.526547
 70-74 	185326.339495	114900.840023	70425.499472
 75-79 	132053.556454	82006.482319	50047.074136
 80+ 	104167.308029	64701.732376	39465.575653
Total	1617220.176430	1087309.341886	529910.834545
2050			
 0-4	5455.259942	2811.460312	2643.799630
 5-9	8206.222649	4227.774202	3978.448446
 10-14 	9231.769547	4759.512299	4472.257248
 15-19 	8262.541294	4402.707398	3859.833896
 20-24 	11382.373251	6324.034930	5058.338320
 25-29 	24330.287733	14571.767928	9758.519805
 30-34 	41164.087378	27868.381546	13295.705832
 35-39 	75273.097178	52977.594872	22295.502307
 40-44 	125413.721539	88540.687187	36873.034352
 45-49 	153492.232107	112062.162989	41430.069118
 50-54 	171915.147578	126063.332336	45851.815242
 55-59 	171970.136857	124947.205128	47022.931729
 60-64 	173841.524436	121278.410460	52563.113976
 65-69 	186204.926649	121095.855289	65109.071361
 70-74 	184166.533223	114062.624461	70103.908762
 75-79 	138349.467280	85307.110774	53042.356506
 80+ 	110604.417548	68303.283258	42301.134290
Total	1622156.998327	1091402.652182	530754.346145
