Incidence per 1000 by age and sex			
	India		
2007			
 0-4	0.141235	0.141031	0.141463
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.090308	0.084907	0.096226
 20-24 	0.247933	0.274983	0.218598
 25-29 	0.288768	0.348764	0.223926
 30-34 	0.270799	0.345669	0.190222
 35-39 	0.228506	0.298615	0.153302
 40-44 	0.180930	0.234756	0.123470
 45-49 	0.137009	0.172898	0.098722
 50-54 	0.101414	0.125718	0.075556
 55-59 	0.076830	0.099083	0.054067
 60-64 	0.063832	0.090489	0.037734
 65-69 	0.061558	0.092392	0.032682
 70-74 	0.062831	0.089467	0.038946
 75-79 	0.033061	0.059596	0.009358
 80+ 	0.000000	0.000000	0.000000
Total	0.135790	0.161692	0.107950
2008			
 0-4	0.130678	0.130490	0.130887
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.082151	0.077223	0.087572
 20-24 	0.225556	0.250046	0.198965
 25-29 	0.262628	0.317072	0.203760
 30-34 	0.246255	0.314250	0.173119
 35-39 	0.207931	0.271672	0.139622
 40-44 	0.164476	0.213398	0.112348
 45-49 	0.124556	0.157178	0.089840
 50-54 	0.092179	0.114270	0.068749
 55-59 	0.069936	0.090052	0.049185
 60-64 	0.058042	0.082265	0.034349
 65-69 	0.056058	0.083992	0.029742
 70-74 	0.057112	0.081330	0.035433
 75-79 	0.029933	0.054160	0.008497
 80+ 	0.000000	0.000000	0.000000
Total	0.124014	0.147682	0.098570
2009			
 0-4	0.121154	0.120987	0.121340
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.078262	0.073545	0.083466
 20-24 	0.214997	0.238194	0.189762
 25-29 	0.250256	0.302009	0.194271
 30-34 	0.234638	0.299314	0.165096
 35-39 	0.198182	0.258900	0.133207
 40-44 	0.156614	0.203150	0.107080
 45-49 	0.118634	0.149696	0.085667
 50-54 	0.087805	0.108848	0.065563
 55-59 	0.066639	0.085705	0.046850
 60-64 	0.055329	0.078357	0.032779
 65-69 	0.053469	0.079994	0.028356
 70-74 	0.054400	0.077448	0.033769
 75-79 	0.028406	0.051579	0.008082
 80+ 	0.000000	0.000000	0.000000
Total	0.118057	0.140716	0.093697
2010			
 0-4	0.112445	0.112301	0.112604
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.074001	0.069510	0.078967
 20-24 	0.203447	0.225238	0.179682
 25-29 	0.236709	0.285529	0.183872
 30-34 	0.221927	0.282971	0.156297
 35-39 	0.187268	0.244580	0.126000
 40-44 	0.147873	0.191742	0.101236
 45-49 	0.112163	0.141519	0.081094
 50-54 	0.083027	0.102917	0.062069
 55-59 	0.062984	0.080948	0.044285
 60-64 	0.052390	0.074080	0.031062
 65-69 	0.050599	0.075622	0.026837
 70-74 	0.051439	0.073198	0.031935
 75-79 	0.026773	0.048764	0.007631
 80+ 	0.000000	0.000000	0.000000
Total	0.111658	0.133199	0.088500
2011			
 0-4	0.105436	0.105315	0.105570
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.070245	0.065943	0.075011
 20-24 	0.193238	0.213769	0.170782
 25-29 	0.224722	0.270926	0.174693
 30-34 	0.210678	0.268485	0.148518
 35-39 	0.177731	0.232041	0.119719
 40-44 	0.140386	0.181977	0.096223
 45-49 	0.106437	0.134277	0.077058
 50-54 	0.078800	0.097660	0.058984
 55-59 	0.059737	0.076744	0.042026
 60-64 	0.049806	0.070287	0.029540
 65-69 	0.048039	0.071749	0.025495
 70-74 	0.048827	0.069432	0.030305
 75-79 	0.025337	0.046271	0.007233
 80+ 	0.000000	0.000000	0.000000
Total	0.106060	0.126619	0.083961
2012			
 0-4	0.099936	0.099836	0.100048
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.070021	0.065687	0.074830
 20-24 	0.192673	0.212966	0.170400
 25-29 	0.223976	0.269865	0.174262
 30-34 	0.209961	0.267414	0.148158
 35-39 	0.177097	0.231121	0.119438
 40-44 	0.139980	0.181390	0.096056
 45-49 	0.106038	0.133747	0.076875
 50-54 	0.078511	0.097278	0.058849
 55-59 	0.059486	0.076408	0.041897
 60-64 	0.049718	0.070007	0.029481
 65-69 	0.047860	0.071464	0.025430
 70-74 	0.048686	0.069149	0.030207
 75-79 	0.025184	0.046088	0.007203
 80+ 	0.000000	0.000000	0.000000
Total	0.105375	0.125969	0.083242
2013			
 0-4	0.095562	0.095474	0.095660
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.070865	0.066429	0.075795
 20-24 	0.194973	0.215324	0.172562
 25-29 	0.226605	0.272840	0.176467
 30-34 	0.212384	0.270336	0.150022
 35-39 	0.179140	0.233682	0.120969
 40-44 	0.141713	0.183576	0.097358
 45-49 	0.107229	0.135206	0.077844
 50-54 	0.079397	0.098345	0.059598
 55-59 	0.060140	0.077241	0.042424
 60-64 	0.050364	0.070773	0.029846
 65-69 	0.048395	0.072246	0.025752
 70-74 	0.049301	0.069911	0.030588
 75-79 	0.025409	0.046578	0.007266
 80+ 	0.000000	0.000000	0.000000
Total	0.106249	0.127187	0.083753
2014			
 0-4	0.092187	0.092102	0.092283
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.072245	0.067669	0.077336
 20-24 	0.198690	0.219239	0.175994
 25-29 	0.230922	0.277815	0.179984
 30-34 	0.216364	0.275232	0.152992
 35-39 	0.182521	0.237970	0.123406
 40-44 	0.144448	0.187066	0.099360
 45-49 	0.109175	0.137592	0.079362
 50-54 	0.080866	0.100133	0.060790
 55-59 	0.061246	0.078653	0.043278
 60-64 	0.051351	0.072056	0.030416
 65-69 	0.049308	0.073553	0.026263
 70-74 	0.050280	0.071190	0.031211
 75-79 	0.025812	0.047382	0.007352
 80+ 	0.000000	0.000000	0.000000
Total	0.107960	0.129398	0.084931
2015			
 0-4	0.089359	0.089269	0.089460
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.074113	0.069361	0.079405
 20-24 	0.203760	0.224641	0.180641
 25-29 	0.236840	0.284689	0.184739
 30-34 	0.221822	0.282000	0.157010
 35-39 	0.187161	0.243881	0.126692
 40-44 	0.147951	0.191505	0.101918
 45-49 	0.111733	0.140726	0.081356
 50-54 	0.082891	0.102608	0.062403
 55-59 	0.062776	0.080603	0.044431
 60-64 	0.052653	0.073830	0.031186
 65-69 	0.050588	0.075358	0.026947
 70-74 	0.051588	0.072952	0.032055
 75-79 	0.026393	0.048487	0.007472
 80+ 	0.000000	0.000000	0.000000
Total	0.110426	0.132513	0.086704
2016			
 0-4	0.087404	0.087306	0.087512
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.076555	0.071589	0.082093
 20-24 	0.210443	0.231824	0.186729
 25-29 	0.244647	0.293812	0.190956
 30-34 	0.229037	0.290994	0.162272
 35-39 	0.193277	0.251699	0.130974
 40-44 	0.152747	0.197619	0.105353
 45-49 	0.115404	0.145289	0.084126
 50-54 	0.085570	0.105894	0.064511
 55-59 	0.064802	0.083188	0.045935
 60-64 	0.054351	0.076190	0.032207
 65-69 	0.052294	0.077759	0.027837
 70-74 	0.053290	0.075288	0.033157
 75-79 	0.027215	0.049980	0.007670
 80+ 	0.000000	0.000000	0.000000
Total	0.113800	0.136720	0.089191
2017			
 0-4	0.086830	0.086727	0.086944
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.079663	0.074440	0.085491
 20-24 	0.218946	0.241012	0.194439
 25-29 	0.254574	0.305451	0.198825
 30-34 	0.238228	0.302489	0.168938
 35-39 	0.201043	0.261651	0.136370
 40-44 	0.158867	0.205443	0.109703
 45-49 	0.120126	0.151174	0.087656
 50-54 	0.088984	0.110087	0.067173
 55-59 	0.067382	0.086482	0.047834
 60-64 	0.056499	0.079205	0.033519
 65-69 	0.054482	0.080832	0.028975
 70-74 	0.055428	0.078268	0.034542
 75-79 	0.028328	0.051935	0.007968
 80+ 	0.000000	0.000000	0.000000
Total	0.118224	0.142183	0.092506
2018			
 0-4	0.086789	0.086685	0.086904
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.079715	0.074442	0.085604
 20-24 	0.219019	0.240924	0.194662
 25-29 	0.254691	0.305309	0.199040
 30-34 	0.238259	0.302329	0.169099
 35-39 	0.201039	0.261488	0.136499
 40-44 	0.158883	0.205372	0.109832
 45-49 	0.120254	0.151282	0.087832
 50-54 	0.088964	0.110025	0.067235
 55-59 	0.067362	0.086439	0.047887
 60-64 	0.056459	0.079168	0.033552
 65-69 	0.054581	0.080797	0.029006
 70-74 	0.055426	0.078241	0.034588
 75-79 	0.028388	0.051920	0.007986
 80+ 	0.000000	0.000000	0.000000
Total	0.118441	0.142524	0.092595
2019			
 0-4	0.086785	0.086682	0.086900
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.079782	0.074464	0.085726
 20-24 	0.219077	0.240823	0.194869
 25-29 	0.254778	0.305141	0.199243
 30-34 	0.238295	0.302154	0.169243
 35-39 	0.201006	0.261291	0.136604
 40-44 	0.158903	0.205301	0.109955
 45-49 	0.120329	0.151330	0.087974
 50-54 	0.088908	0.109909	0.067260
 55-59 	0.067336	0.086391	0.047934
 60-64 	0.056414	0.079125	0.033588
 65-69 	0.054652	0.080763	0.029043
 70-74 	0.055460	0.078235	0.034640
 75-79 	0.028447	0.051908	0.008024
 80+ 	0.000000	0.000000	0.000000
Total	0.118629	0.142833	0.092663
2020			
 0-4	0.086984	0.086881	0.087098
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.079839	0.074473	0.085838
 20-24 	0.219082	0.240657	0.195037
 25-29 	0.254800	0.304907	0.199415
 30-34 	0.238302	0.301911	0.169352
 35-39 	0.200927	0.261029	0.136680
 40-44 	0.158897	0.205184	0.110058
 45-49 	0.120175	0.151053	0.087973
 50-54 	0.088726	0.109634	0.067200
 55-59 	0.067297	0.086326	0.047974
 60-64 	0.056364	0.079066	0.033618
 65-69 	0.054676	0.080715	0.029082
 70-74 	0.055543	0.078239	0.034715
 75-79 	0.028480	0.051880	0.008068
 80+ 	0.000000	0.000000	0.000000
Total	0.118790	0.143103	0.092716
2021			
 0-4	0.087381	0.087278	0.087496
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.080023	0.074598	0.086087
 20-24 	0.219437	0.240880	0.195513
 25-29 	0.255221	0.305178	0.199904
 30-34 	0.238716	0.302165	0.169731
 35-39 	0.201182	0.261205	0.136976
 40-44 	0.159144	0.205385	0.110329
 45-49 	0.120332	0.151176	0.088181
 50-54 	0.088884	0.109782	0.067386
 55-59 	0.067370	0.086405	0.048092
 60-64 	0.056409	0.079136	0.033703
 65-69 	0.054762	0.080798	0.029173
 70-74 	0.055748	0.078372	0.034862
 75-79 	0.028535	0.051932	0.008117
 80+ 	0.000000	0.000000	0.000000
Total	0.119124	0.143582	0.092904
2022			
 0-4	0.087866	0.087762	0.087982
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.080146	0.074669	0.086266
 20-24 	0.219631	0.240944	0.195831
 25-29 	0.255436	0.305231	0.200221
 30-34 	0.238967	0.302201	0.169980
 35-39 	0.201296	0.261205	0.137165
 40-44 	0.159255	0.205406	0.110496
 45-49 	0.120409	0.151204	0.088322
 50-54 	0.089015	0.109893	0.067549
 55-59 	0.067393	0.086420	0.048166
 60-64 	0.056412	0.079149	0.033757
 65-69 	0.054773	0.080817	0.029235
 70-74 	0.055899	0.078416	0.034955
 75-79 	0.028532	0.051938	0.008138
 80+ 	0.000000	0.000000	0.000000
Total	0.119353	0.143936	0.093008
2023			
 0-4	0.088341	0.088236	0.088456
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.080295	0.074767	0.086470
 20-24 	0.219842	0.241038	0.196155
 25-29 	0.255651	0.305299	0.200536
 30-34 	0.239235	0.302256	0.170248
 35-39 	0.201442	0.261231	0.137363
 40-44 	0.159350	0.205407	0.110656
 45-49 	0.120505	0.151258	0.088470
 50-54 	0.089170	0.110033	0.067735
 55-59 	0.067417	0.086434	0.048233
 60-64 	0.056419	0.079165	0.033810
 65-69 	0.054763	0.080836	0.029286
 70-74 	0.056007	0.078418	0.035008
 75-79 	0.028564	0.051993	0.008182
 80+ 	0.000000	0.000000	0.000000
Total	0.119553	0.144258	0.093089
2024			
 0-4	0.088797	0.088691	0.088913
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.080478	0.074902	0.086704
 20-24 	0.220051	0.241137	0.196476
 25-29 	0.255850	0.305354	0.200836
 30-34 	0.239486	0.302304	0.170519
 35-39 	0.201600	0.261253	0.137553
 40-44 	0.159422	0.205379	0.110801
 45-49 	0.120608	0.151318	0.088618
 50-54 	0.089286	0.110130	0.067893
 55-59 	0.067421	0.086421	0.048269
 60-64 	0.056422	0.079178	0.033862
 65-69 	0.054744	0.080847	0.029329
 70-74 	0.056055	0.078381	0.035028
 75-79 	0.028697	0.052144	0.008281
 80+ 	0.000000	0.000000	0.000000
Total	0.119710	0.144528	0.093137
2025			
 0-4	0.089264	0.089157	0.089381
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.080668	0.075045	0.086943
 20-24 	0.220237	0.241215	0.196781
 25-29 	0.256023	0.305378	0.201120
 30-34 	0.239698	0.302328	0.170777
 35-39 	0.201753	0.261245	0.137724
 40-44 	0.159472	0.205323	0.110931
 45-49 	0.120702	0.151361	0.088756
 50-54 	0.089243	0.110033	0.067918
 55-59 	0.067352	0.086336	0.048235
 60-64 	0.056420	0.079183	0.033911
 65-69 	0.054729	0.080852	0.029371
 70-74 	0.056046	0.078319	0.035024
 75-79 	0.028910	0.052364	0.008403
 80+ 	0.000000	0.000000	0.000000
Total	0.119818	0.144741	0.093146
2026			
 0-4	0.089748	0.089640	0.089866
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.080820	0.075148	0.087146
 20-24 	0.220404	0.241273	0.197073
 25-29 	0.256181	0.305383	0.201394
 30-34 	0.239871	0.302332	0.171019
 35-39 	0.201908	0.261216	0.137884
 40-44 	0.159518	0.205262	0.111055
 45-49 	0.120780	0.151377	0.088881
 50-54 	0.089279	0.110026	0.068006
 55-59 	0.067407	0.086368	0.048326
 60-64 	0.056417	0.079184	0.033957
 65-69 	0.054714	0.080852	0.029410
 70-74 	0.056001	0.078250	0.035000
 75-79 	0.029111	0.052552	0.008484
 80+ 	0.000000	0.000000	0.000000
Total	0.119878	0.144897	0.093117
2027			
 0-4	0.090255	0.090146	0.090375
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.080879	0.075151	0.087263
 20-24 	0.220573	0.241338	0.197366
 25-29 	0.256340	0.305399	0.201667
 30-34 	0.240030	0.302341	0.171253
 35-39 	0.202086	0.261200	0.138055
 40-44 	0.159577	0.205223	0.111184
 45-49 	0.120846	0.151370	0.088996
 50-54 	0.089325	0.110032	0.068099
 55-59 	0.067485	0.086416	0.048443
 60-64 	0.056417	0.079187	0.034002
 65-69 	0.054705	0.080854	0.029449
 70-74 	0.055958	0.078208	0.034997
 75-79 	0.029253	0.052631	0.008514
 80+ 	0.000000	0.000000	0.000000
Total	0.119898	0.145005	0.093057
2028			
 0-4	0.090751	0.090641	0.090873
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.080851	0.075062	0.087300
 20-24 	0.220792	0.241472	0.197692
 25-29 	0.256525	0.305463	0.201952
 30-34 	0.240206	0.302391	0.171493
 35-39 	0.202301	0.261235	0.138253
 40-44 	0.159678	0.205230	0.111328
 45-49 	0.120908	0.151362	0.089110
 50-54 	0.089393	0.110068	0.068205
 55-59 	0.067581	0.086480	0.048579
 60-64 	0.056429	0.079201	0.034045
 65-69 	0.054706	0.080869	0.029491
 70-74 	0.055944	0.078209	0.035031
 75-79 	0.029296	0.052576	0.008482
 80+ 	0.000000	0.000000	0.000000
Total	0.119888	0.145077	0.092973
2029			
 0-4	0.091200	0.091087	0.091323
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.080794	0.074943	0.087310
 20-24 	0.221079	0.241697	0.198062
 25-29 	0.256749	0.305597	0.202258
 30-34 	0.240421	0.302505	0.171751
 35-39 	0.202552	0.261340	0.138477
 40-44 	0.159827	0.205290	0.111486
 45-49 	0.120981	0.151370	0.089228
 50-54 	0.089487	0.110135	0.068324
 55-59 	0.067664	0.086544	0.048698
 60-64 	0.056453	0.079230	0.034075
 65-69 	0.054718	0.080902	0.029537
 70-74 	0.055958	0.078245	0.035089
 75-79 	0.029233	0.052416	0.008390
 80+ 	0.000000	0.000000	0.000000
Total	0.119853	0.145122	0.092869
2030			
 0-4	0.091569	0.091454	0.091695
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.080764	0.074855	0.087341
 20-24 	0.221401	0.241973	0.198451
 25-29 	0.257008	0.305795	0.202584
 30-34 	0.240679	0.302685	0.172029
 35-39 	0.202824	0.261504	0.138717
 40-44 	0.160013	0.205385	0.111649
 45-49 	0.121069	0.151402	0.089350
 50-54 	0.089597	0.110223	0.068447
 55-59 	0.067674	0.086553	0.048717
 60-64 	0.056462	0.079268	0.034070
 65-69 	0.054739	0.080952	0.029586
 70-74 	0.055988	0.078298	0.035149
 75-79 	0.029106	0.052213	0.008275
 80+ 	0.000000	0.000000	0.000000
Total	0.119795	0.145140	0.092747
2031			
 0-4	0.091828	0.091711	0.091957
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.080798	0.074840	0.087427
 20-24 	0.221711	0.242238	0.198826
 25-29 	0.257295	0.306044	0.202925
 30-34 	0.240971	0.302920	0.172322
 35-39 	0.203101	0.261710	0.138962
 40-44 	0.160231	0.205511	0.111818
 45-49 	0.121176	0.151466	0.089478
 50-54 	0.089712	0.110318	0.068568
 55-59 	0.067745	0.086617	0.048796
 60-64 	0.056534	0.079341	0.034151
 65-69 	0.054769	0.081015	0.029637
 70-74 	0.056031	0.078365	0.035213
 75-79 	0.028986	0.052038	0.008196
 80+ 	0.000000	0.000000	0.000000
Total	0.119714	0.145131	0.092605
2032			
 0-4	0.091989	0.091872	0.092117
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.080897	0.074897	0.087566
 20-24 	0.221956	0.242426	0.199150
 25-29 	0.257593	0.306326	0.203264
 30-34 	0.241275	0.303184	0.172614
 35-39 	0.203373	0.261937	0.139201
 40-44 	0.160477	0.205665	0.111997
 45-49 	0.121302	0.151561	0.089612
 50-54 	0.089822	0.110407	0.068679
 55-59 	0.067824	0.086694	0.048880
 60-64 	0.056616	0.079417	0.034241
 65-69 	0.054808	0.081087	0.029688
 70-74 	0.056078	0.078436	0.035276
 75-79 	0.028915	0.051955	0.008167
 80+ 	0.000000	0.000000	0.000000
Total	0.119608	0.145094	0.092442
2033			
 0-4	0.092031	0.091917	0.092155
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.081031	0.074995	0.087736
 20-24 	0.222131	0.242527	0.199417
 25-29 	0.257885	0.306621	0.203584
 30-34 	0.241565	0.303450	0.172891
 35-39 	0.203633	0.262163	0.139425
 40-44 	0.160733	0.205837	0.112179
 45-49 	0.121443	0.151672	0.089745
 50-54 	0.089917	0.110482	0.068778
 55-59 	0.067911	0.086779	0.048968
 60-64 	0.056693	0.079489	0.034330
 65-69 	0.054854	0.081161	0.029738
 70-74 	0.056120	0.078505	0.035333
 75-79 	0.028892	0.051965	0.008169
 80+ 	0.000000	0.000000	0.000000
Total	0.119475	0.145026	0.092257
2034			
 0-4	0.091903	0.091795	0.092020
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.081175	0.075111	0.087906
 20-24 	0.222268	0.242598	0.199640
 25-29 	0.258154	0.306913	0.203861
 30-34 	0.241823	0.303702	0.173132
 35-39 	0.203871	0.262378	0.139621
 40-44 	0.160978	0.206017	0.112351
 45-49 	0.121588	0.151784	0.089862
 50-54 	0.089997	0.110543	0.068858
 55-59 	0.067997	0.086865	0.049050
 60-64 	0.056751	0.079553	0.034397
 65-69 	0.054911	0.081236	0.029787
 70-74 	0.056154	0.078569	0.035381
 75-79 	0.028895	0.052024	0.008186
 80+ 	0.000000	0.000000	0.000000
Total	0.119308	0.144925	0.092039
2035			
 0-4	0.091660	0.091561	0.091768
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.081307	0.075220	0.088058
 20-24 	0.222406	0.242686	0.199844
 25-29 	0.258397	0.307190	0.204101
 30-34 	0.242049	0.303939	0.173342
 35-39 	0.204094	0.262586	0.139796
 40-44 	0.161200	0.206192	0.112505
 45-49 	0.121726	0.151884	0.089959
 50-54 	0.090063	0.110593	0.068922
 55-59 	0.068079	0.086946	0.049122
 60-64 	0.056786	0.079619	0.034411
 65-69 	0.054969	0.081317	0.029840
 70-74 	0.056182	0.078633	0.035425
 75-79 	0.028901	0.052083	0.008202
 80+ 	0.000000	0.000000	0.000000
Total	0.119117	0.144799	0.091798
2036			
 0-4	0.091381	0.091293	0.091477
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.081417	0.075311	0.088183
 20-24 	0.222571	0.242827	0.200048
 25-29 	0.258621	0.307451	0.204320
 30-34 	0.242254	0.304172	0.173529
 35-39 	0.204309	0.262794	0.139955
 40-44 	0.161394	0.206359	0.112640
 45-49 	0.121862	0.151975	0.090043
 50-54 	0.090126	0.110646	0.068977
 55-59 	0.068153	0.087019	0.049181
 60-64 	0.056835	0.079683	0.034448
 65-69 	0.055022	0.081380	0.029898
 70-74 	0.056208	0.078696	0.035464
 75-79 	0.028903	0.052139	0.008213
 80+ 	0.000000	0.000000	0.000000
Total	0.118911	0.144660	0.091543
2037			
 0-4	0.091087	0.091010	0.091171
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.081509	0.075387	0.088287
 20-24 	0.222767	0.243023	0.200260
 25-29 	0.258834	0.307690	0.204535
 30-34 	0.242443	0.304403	0.173698
 35-39 	0.204511	0.262995	0.140099
 40-44 	0.161567	0.206519	0.112759
 45-49 	0.122007	0.152073	0.090125
 50-54 	0.090193	0.110708	0.069030
 55-59 	0.068219	0.087084	0.049226
 60-64 	0.056884	0.079747	0.034484
 65-69 	0.055063	0.081438	0.029929
 70-74 	0.056233	0.078758	0.035499
 75-79 	0.028897	0.052183	0.008218
 80+ 	0.000000	0.000000	0.000000
Total	0.118697	0.144512	0.091279
2038			
 0-4	0.090833	0.090761	0.090911
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.081595	0.075461	0.088380
 20-24 	0.222975	0.243249	0.200464
 25-29 	0.259033	0.307907	0.204742
 30-34 	0.242608	0.304623	0.173837
 35-39 	0.204689	0.263182	0.140223
 40-44 	0.161722	0.206668	0.112860
 45-49 	0.122157	0.152179	0.090208
 50-54 	0.090268	0.110777	0.069080
 55-59 	0.068273	0.087140	0.049259
 60-64 	0.056935	0.079810	0.034520
 65-69 	0.055084	0.081492	0.029927
 70-74 	0.056258	0.078815	0.035525
 75-79 	0.028883	0.052213	0.008219
 80+ 	0.000000	0.000000	0.000000
Total	0.118475	0.144358	0.091008
2039			
 0-4	0.090661	0.090587	0.090741
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.081678	0.075534	0.088466
 20-24 	0.223175	0.243478	0.200650
 25-29 	0.259219	0.308109	0.204933
 30-34 	0.242746	0.304825	0.173945
 35-39 	0.204841	0.263353	0.140327
 40-44 	0.161863	0.206806	0.112945
 45-49 	0.122302	0.152292	0.090287
 50-54 	0.090345	0.110846	0.069122
 55-59 	0.068318	0.087188	0.049281
 60-64 	0.056986	0.079870	0.034553
 65-69 	0.055098	0.081548	0.029919
 70-74 	0.056275	0.078854	0.035533
 75-79 	0.028866	0.052239	0.008220
 80+ 	0.000000	0.000000	0.000000
Total	0.118250	0.144198	0.090735
2040			
 0-4	0.090583	0.090503	0.090670
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.081759	0.075609	0.088549
 20-24 	0.223355	0.243689	0.200815
 25-29 	0.259390	0.308303	0.205105
 30-34 	0.242866	0.305009	0.174035
 35-39 	0.204971	0.263510	0.140417
 40-44 	0.161998	0.206940	0.113023
 45-49 	0.122435	0.152402	0.090361
 50-54 	0.090421	0.110905	0.069154
 55-59 	0.068357	0.087230	0.049295
 60-64 	0.057038	0.079926	0.034583
 65-69 	0.055151	0.081612	0.029968
 70-74 	0.056243	0.078842	0.035499
 75-79 	0.028851	0.052269	0.008221
 80+ 	0.000000	0.000000	0.000000
Total	0.118021	0.144031	0.090462
2041			
 0-4	0.090612	0.090529	0.090702
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.081842	0.075685	0.088633
 20-24 	0.223520	0.243880	0.200968
 25-29 	0.259558	0.308504	0.205265
 30-34 	0.242993	0.305197	0.174135
 35-39 	0.205093	0.263667	0.140507
 40-44 	0.162134	0.207077	0.113102
 45-49 	0.122553	0.152507	0.090430
 50-54 	0.090498	0.110960	0.069184
 55-59 	0.068397	0.087274	0.049309
 60-64 	0.057090	0.079980	0.034608
 65-69 	0.055192	0.081669	0.029992
 70-74 	0.056237	0.078884	0.035458
 75-79 	0.028838	0.052302	0.008222
 80+ 	0.000000	0.000000	0.000000
Total	0.117796	0.143864	0.090196
2042			
 0-4	0.090731	0.090656	0.090813
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.081926	0.075762	0.088718
 20-24 	0.223679	0.244062	0.201123
 25-29 	0.259727	0.308717	0.205419
 30-34 	0.243150	0.305407	0.174266
 35-39 	0.205211	0.263825	0.140599
 40-44 	0.162267	0.207209	0.113184
 45-49 	0.122662	0.152606	0.090497
 50-54 	0.090588	0.111020	0.069223
 55-59 	0.068443	0.087322	0.049328
 60-64 	0.057144	0.080034	0.034629
 65-69 	0.055233	0.081725	0.030016
 70-74 	0.056288	0.078960	0.035490
 75-79 	0.028826	0.052332	0.008217
 80+ 	0.000000	0.000000	0.000000
Total	0.117577	0.143699	0.089941
2043			
 0-4	0.090970	0.090910	0.091034
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.082007	0.075834	0.088800
 20-24 	0.223836	0.244240	0.201278
 25-29 	0.259890	0.308930	0.205565
 30-34 	0.243329	0.305632	0.174423
 35-39 	0.205314	0.263966	0.140683
 40-44 	0.162386	0.207328	0.113262
 45-49 	0.122762	0.152697	0.090561
 50-54 	0.090685	0.111086	0.069273
 55-59 	0.068497	0.087372	0.049352
 60-64 	0.057194	0.080087	0.034647
 65-69 	0.055275	0.081779	0.030038
 70-74 	0.056402	0.079070	0.035611
 75-79 	0.028805	0.052347	0.008196
 80+ 	0.000000	0.000000	0.000000
Total	0.117364	0.143534	0.089697
2044			
 0-4	0.091352	0.091307	0.091400
