Number on ART by age			
	Ghana		
 40-44 	24303.942580	10153.009288	14150.933291
 45-49 	30755.198398	12543.581051	18211.617348
 50-54 	35922.217855	14020.413807	21901.804048
 55-59 	39228.478957	14442.084991	24786.393966
 60-64 	35533.046000	12766.254920	22766.791080
 65-69 	25137.712567	9189.291733	15948.420834
 70-74 	13719.130607	5133.793746	8585.336861
 75-79 	5790.006665	2158.742868	3631.263797
 80+ 	2123.904387	771.325691	1352.578697
Total	269742.448531	106872.779555	162869.668976
2041			
 0-4	1701.805516	879.796325	822.009191
 5-9	1818.489851	951.450607	867.039245
 10-14 	1925.930753	1026.689808	899.240945
 15-19 	2298.203512	1209.427365	1088.776148
 20-24 	3125.846237	1422.865593	1702.980644
 25-29 	7018.053644	2899.186194	4118.867450
 30-34 	13896.587800	5865.135748	8031.452051
 35-39 	19587.700791	8335.391304	11252.309487
 40-44 	24135.144514	10161.973912	13973.170603
 45-49 	30179.270193	12393.991295	17785.278898
 50-54 	35154.366930	13873.825698	21280.541232
 55-59 	38765.563270	14380.806013	24384.757257
 60-64 	36369.583142	13030.629425	23338.953716
 65-69 	26692.619500	9665.762260	17026.857240
 70-74 	15003.397828	5564.662041	9438.735786
 75-79 	6483.318509	2403.988498	4079.330011
 80+ 	2365.563365	856.963931	1508.599435
Total	271967.671476	107780.482757	164187.188720
2042			
 0-4	1690.580197	873.989124	816.591073
 5-9	1789.852402	936.418559	853.433843
 10-14 	1869.285237	996.434900	872.850337
 15-19 	2208.182626	1161.149851	1047.032775
 20-24 	3240.579260	1484.599978	1755.979282
 25-29 	6784.701771	2774.964627	4009.737144
 30-34 	13715.371180	5744.228479	7971.142701
 35-39 	19772.518122	8418.820177	11353.697944
 40-44 	24177.262160	10252.457830	13924.804330
 45-49 	29579.920265	12229.621382	17350.298883
 50-54 	34483.353978	13748.474793	20734.879186
 55-59 	38142.864070	14282.537479	23860.326591
 60-64 	36944.309952	13231.015108	23713.294844
 65-69 	28148.518615	10102.851891	18045.666725
 70-74 	16331.497772	5997.683892	10333.813880
 75-79 	7235.133367	2670.027588	4565.105779
 80+ 	2644.494221	955.000593	1689.493628
Total	274108.143031	108667.118834	165441.024197
2043			
 0-4	1681.304199	869.201198	812.103001
 5-9	1765.916880	923.849478	842.067402
 10-14 	1819.463574	969.816839	849.646735
 15-19 	2125.423768	1116.750456	1008.673312
 20-24 	3319.983911	1526.741024	1793.242887
 25-29 	6510.633735	2632.320303	3878.313432
 30-34 	13569.578210	5642.023259	7927.554951
 35-39 	19974.458857	8501.300528	11473.158329
 40-44 	24384.666909	10399.531417	13985.135492
 45-49 	29008.744512	12077.111223	16931.633289
 50-54 	33891.310547	13636.703404	20254.607143
 55-59 	37413.947345	14160.054376	23253.892968
 60-64 	37259.200466	13369.727859	23889.472608
 65-69 	29482.879174	10497.596936	18985.282239
 70-74 	17679.586259	6426.070898	11253.515360
 75-79 	8042.077523	2954.019065	5088.058458
 80+ 	2968.223778	1067.562512	1900.661266
Total	276164.084300	109533.248288	166630.836012
2044			
 0-4	1673.337391	865.106699	808.230692
 5-9	1746.091293	913.433618	832.657675
 10-14 	1776.143049	946.662587	829.480462
 15-19 	2050.238026	1076.393302	973.844725
 20-24 	3347.381499	1540.877106	1806.504393
 25-29 	6332.560681	2540.064296	3792.496385
 30-34 	13292.455349	5475.490831	7816.964517
 35-39 	20354.917066	8663.033190	11691.883876
 40-44 	24587.654621	10520.280416	14067.374205
 45-49 	28521.414000	11962.560907	16558.853093
 50-54 	33362.064531	13535.792461	19826.272070
 55-59 	36644.302917	14028.832486	22615.470430
 60-64 	37327.138791	13450.498493	23876.640297
 65-69 	30665.422887	10846.600796	19818.822091
 70-74 	19048.760599	6854.464743	12194.295856
 75-79 	8872.429311	3239.586776	5632.842535
 80+ 	3338.417613	1194.865999	2143.551615
Total	278136.301356	110379.747611	167756.553745
2045			
 0-4	1666.268826	861.493111	804.775715
 5-9	1729.862349	904.906128	824.956221
 10-14 	1738.857706	926.724936	812.132770
 15-19 	1982.534484	1040.025920	942.508565
 20-24 	3302.474726	1516.045206	1786.429521
 25-29 	6290.705342	2518.757529	3771.947813
 30-34 	12937.709306	5273.271210	7664.438096
 35-39 	20693.613392	8798.450373	11895.163019
 40-44 	24848.079071	10658.160742	14189.918329
 45-49 	28215.469094	11916.408056	16299.061039
 50-54 	32868.648165	13438.087924	19430.560241
 55-59 	35896.872913	13904.198940	21992.673973
 60-64 	37164.473702	13475.521111	23688.952590
 65-69 	31663.081904	11147.252560	20515.829344
 70-74 	20501.638309	7310.363208	13191.275101
 75-79 	9640.827641	3489.718761	6151.108879
 80+ 	3749.821730	1334.992646	2414.829084
Total	280025.927542	111207.502538	168818.425004
2046			
 0-4	1660.011125	858.311348	801.699776
 5-9	1716.783152	898.038634	818.744517
 10-14 	1707.111904	909.743388	797.368515
 15-19 	1921.949076	1007.450154	914.498922
 20-24 	3214.058031	1467.468871	1746.589160
 25-29 	6452.383507	2602.218487	3850.165020
 30-34 	12699.586926	5135.086826	7564.500100
 35-39 	20680.634839	8750.735360	11929.899480
 40-44 	25212.135500	10833.937751	14378.197749
 45-49 	28112.514874	11954.533605	16157.981269
 50-54 	32343.608457	13311.603361	19032.005096
 55-59 	35222.704244	13797.227096	21425.477148
 60-64 	36799.210598	13451.286746	23347.923851
 65-69 	32452.631932	11398.052686	21054.579246
 70-74 	21794.112716	7699.616467	14094.496249
 75-79 	10561.071327	3788.360814	6772.710513
 80+ 	4201.868532	1488.523384	2713.345148
Total	281836.282918	112018.288350	169817.994569
2047			
 0-4	1654.494107	855.516892	798.977215
 5-9	1706.294729	892.544619	813.750111
 10-14 	1680.383957	895.440452	784.943506
 15-19 	1868.184970	978.504544	889.680426
 20-24 	3132.939159	1422.586688	1710.352471
 25-29 	6579.256860	2665.936122	3913.320738
 30-34 	12482.070394	5013.342770	7468.727624
 35-39 	20682.612534	8707.267975	11975.344559
 40-44 	25549.389966	10985.193932	14564.196034
 45-49 	28237.235244	12080.686186	16156.549058
 50-54 	31790.796808	13168.107047	18622.689761
 55-59 	34639.859358	13708.735898	20931.123461
 60-64 	36283.811550	13392.806579	22891.004972
 65-69 	33014.363076	11595.416724	21418.946353
 70-74 	23010.336561	8059.223264	14951.113298
 75-79 	11517.369195	4090.895338	7426.473856
 80+ 	4699.935810	1657.664747	3042.271063
Total	283570.507072	112813.371736	170757.135336
2048			
 0-4	1649.384567	852.931019	796.453548
 5-9	1697.674494	888.047996	809.626499
 10-14 	1658.067577	883.492009	774.575568
 15-19 	1821.036304	953.078280	867.958024
 20-24 	3059.691695	1381.697753	1677.993942
 25-29 	6672.961793	2711.161707	3961.800086
 30-34 	12217.122211	4870.856001	7346.266210
 35-39 	20704.327249	8675.192473	12029.134776
 40-44 	25922.096140	11143.620183	14778.475957
 45-49 	28539.043494	12268.402769	16270.640725
 50-54 	31266.023782	13035.798751	18230.225031
 55-59 	34130.753885	13631.193872	20499.560013
 60-64 	35667.907064	13311.571586	22356.335478
 65-69 	33348.876053	11740.873606	21608.002447
 70-74 	24132.320749	8387.050559	15745.270190
 75-79 	12493.591073	4392.900729	8100.690344
 80+ 	5246.259940	1841.804405	3404.455534
Total	285232.264709	113594.144721	171638.119987
2049			
 0-4	1644.414609	850.410793	794.003816
 5-9	1690.307636	884.226492	806.081144
 10-14 	1639.606884	873.601224	766.005659
 15-19 	1780.194560	931.007651	849.186909
 20-24 	2994.714424	1345.008799	1649.705625
 25-29 	6717.864723	2729.993064	3987.871660
 30-34 	12052.406234	4780.792768	7271.613466
 35-39 	20569.584173	8567.930928	12001.653245
 40-44 	26478.372409	11382.460808	15095.911601
 45-49 	28853.855056	12439.085285	16414.769771
 50-54 	30830.406238	12942.759162	17887.647076
 55-59 	33676.537918	13560.442525	20116.095394
 60-64 	35011.805103	13221.313498	21790.491604
 65-69 	33466.326248	11837.182894	21629.143355
 70-74 	25134.884825	8680.267138	16454.617687
 75-79 	13487.291311	4695.909106	8791.382204
 80+ 	5822.748037	2031.591976	3791.156061
Total	286825.649516	114362.222622	172463.426893
2050			
 0-4	1641.183957	848.774358	792.409600
 5-9	1683.788574	880.868414	802.920160
 10-14 	1624.493824	865.502903	758.990921
 15-19 	1745.168944	912.035823	833.133121
 20-24 	2937.860978	1312.453879	1625.407099
 25-29 	6694.194026	2711.799942	3982.394084
 30-34 	12031.543327	4764.924369	7266.618958
 35-39 	20324.744049	8410.870772	11913.873277
 40-44 	27003.983163	11600.123337	15403.859825
 45-49 	29234.256785	12630.697230	16603.559554
 50-54 	30580.349158	12919.650868	17660.698290
 55-59 	33246.247432	13487.359978	19758.887454
 60-64 	34370.510455	13134.604648	21235.905807
 65-69 	33375.547285	11884.344606	21491.202679
 70-74 	25984.334412	8934.748232	17049.586181
 75-79 	14526.716167	5012.392521	9514.323646
 80+ 	6372.826327	2203.989367	4168.836959
Total	288327.215220	115110.286922	173216.928298
