Need for ART by age			
	South_Africa		
 70-74 	6555.344845	2942.322446	3613.022398
 75-79 	4420.199371	1921.486495	2498.712877
 80+ 	1700.355200	847.387703	852.967497
Total	749865.496226	319721.714873	430143.781352
2006			
 0-4	103584.001720	52574.213062	51009.788658
 5-9	9005.752777	4654.829788	4350.922989
 10-14 	161.538017	86.601426	74.936591
 15-19 	709.862345	300.283114	409.579231
 20-24 	13493.609445	3836.143354	9657.466091
 25-29 	84447.608014	27865.798147	56581.809867
 30-34 	131426.114918	49612.641224	81813.473694
 35-39 	135251.863796	58517.815945	76734.047852
 40-44 	113790.522514	53178.647766	60611.874748
 45-49 	104213.381413	47039.125088	57174.256325
 50-54 	68600.762466	27695.759018	40905.003448
 55-59 	36816.101077	12908.603173	23907.497904
 60-64 	20932.665651	6728.083780	14204.581871
 65-69 	11755.368639	4202.481645	7552.886993
 70-74 	7443.619636	3182.905051	4260.714585
 75-79 	5050.822374	2135.306046	2915.516328
 80+ 	2185.480997	1041.439066	1144.041931
Total	848869.075799	355560.676693	493308.399106
2007			
 0-4	110268.372646	56026.941320	54241.431326
 5-9	11212.301527	5797.200478	5415.101049
 10-14 	753.800321	400.303921	353.496400
 15-19 	1172.263601	545.782738	626.480863
 20-24 	13256.103225	3791.199382	9464.903842
 25-29 	90625.202269	29613.877615	61011.324654
 30-34 	150046.632904	55000.810684	95045.822220
 35-39 	157185.311516	65559.329231	91625.982285
 40-44 	133858.807625	60887.949318	72970.858307
 45-49 	121378.891136	54255.483589	67123.407547
 50-54 	83087.719746	33272.175816	49815.543930
 55-59 	44551.169943	15511.968878	29039.201065
 60-64 	24903.613294	7780.674584	17122.938709
 65-69 	13902.023582	4672.613444	9229.410138
 70-74 	8578.718072	3469.791543	5108.926529
 75-79 	5844.000108	2393.660933	3450.339175
 80+ 	2812.144519	1278.971442	1533.173077
Total	973437.076033	400258.734918	573178.341115
2008			
 0-4	103505.386572	52615.772259	50889.614313
 5-9	13022.232706	6739.187260	6283.045446
 10-14 	1901.394981	1001.748555	899.646427
 15-19 	1967.268420	964.759972	1002.508447
 20-24 	12925.401226	3721.265438	9204.135789
 25-29 	95768.008667	31093.721685	64674.286982
 30-34 	171033.671425	61083.333397	109950.338028
 35-39 	183024.520538	73580.120392	109444.400146
 40-44 	158452.612007	69975.497231	88477.114777
 45-49 	141493.888603	62579.340538	78914.548065
 50-54 	101475.189011	40364.283951	61110.905060
 55-59 	54733.626169	18966.335455	35767.290714
 60-64 	30045.704226	9195.596087	20850.108139
 65-69 	16738.985597	5310.958713	11428.026884
 70-74 	9992.620552	3805.347002	6187.273550
 75-79 	6800.884796	2693.442074	4107.442722
 80+ 	3573.538868	1551.172462	2022.366405
Total	1106454.934364	445241.882469	661213.051895
2009			
 0-4	82683.882198	42030.765466	40653.116732
 5-9	13731.221355	7112.328115	6618.893240
 10-14 	3762.240873	1972.266077	1789.974797
 15-19 	3137.418777	1579.304688	1558.114089
 20-24 	12493.301831	3631.981219	8861.320612
 25-29 	97657.802445	31730.835180	65926.967265
 30-34 	189253.818588	66414.510330	122839.308258
 35-39 	207154.390991	80798.968994	126355.421997
 40-44 	182530.599380	78466.523888	104064.075493
 45-49 	160339.604439	70400.650856	89938.953583
 50-54 	120008.066647	47737.053638	72271.013008
 55-59 	65720.007973	22829.245800	42890.762173
 60-64 	35551.177529	10798.126859	24753.050671
 65-69 	19753.015056	5983.500654	13769.514402
 70-74 	11389.357571	4085.087979	7304.269591
 75-79 	7669.392636	2940.552278	4728.840358
 80+ 	4319.869946	1795.853743	2524.016204
Total	1217155.168236	480307.555763	736847.612473
2010			
 0-4	69876.936907	35519.841311	34357.095596
 5-9	14377.558212	7448.056631	6929.501581
 10-14 	6193.254558	3243.220659	2950.033900
 15-19 	11865.128258	5201.196050	6663.932208
 20-24 	74033.976907	23504.004121	50529.972785
 25-29 	275981.153310	97397.937187	178583.216123
 30-34 	438730.103043	164297.265976	274432.837067
 35-39 	456546.670753	185170.649849	271376.020905
 40-44 	372945.080101	163888.685104	209056.394997
 45-49 	287798.387222	129543.833878	158254.553345
 50-54 	197990.286243	81206.181355	116784.104889
 55-59 	111504.324860	40236.382839	71267.942020
 60-64 	60018.441963	19137.284433	40881.157530
 65-69 	33411.876876	10420.408831	22991.468045
 70-74 	19341.026993	6857.478256	12483.548737
 75-79 	12772.665643	4890.853513	7881.812129
 80+ 	6751.547394	2861.970065	3889.577329
Total	2450138.419243	980825.250059	1469313.169185
2011			
 0-4	69236.918052	35198.937427	34037.980625
 5-9	17430.272179	9017.738415	8412.533764
 10-14 	8573.797987	4494.000733	4079.797254
 15-19 	15107.907140	6911.609137	8196.298003
 20-24 	71688.948189	22991.123050	48697.825139
 25-29 	270245.330400	96183.874334	174061.456066
 30-34 	449976.876419	168672.497406	281304.379013
 35-39 	479548.165955	191828.844116	287719.321838
 40-44 	393565.027481	170092.741226	223472.286255
 45-49 	304481.816200	136495.210594	167986.605606
 50-54 	214139.333717	88548.791576	125590.542141
 55-59 	124606.943699	45424.362545	79182.581154
 60-64 	66887.747804	21491.601071	45396.146732
 65-69 	36848.340128	11239.280690	25609.059438
 70-74 	20808.192654	6999.148338	13809.044317
 75-79 	13355.054124	4919.018185	8436.035939
 80+ 	7318.100933	2982.116913	4335.984020
Total	2563818.773060	1023490.895757	1540327.877304
2012			
 0-4	60485.765993	30774.527751	29711.238242
 5-9	25474.899944	13148.363060	12326.536884
 10-14 	10668.628878	5596.915819	5071.713058
 15-19 	19265.147000	9037.114107	10228.032892
 20-24 	70220.669660	22788.287614	47432.382046
 25-29 	269427.327188	96149.734755	173277.592434
 30-34 	469461.279984	175890.195694	293571.084290
 35-39 	518957.580627	204570.906860	314386.673767
 40-44 	429770.435318	181931.000992	247839.434326
 45-49 	335208.278397	148683.117966	186525.160431
 50-54 	238627.380539	99214.610733	139412.769806
 55-59 	144495.610268	53077.557571	91418.052696
 60-64 	77805.287786	25162.827116	52642.460670
 65-69 	42213.704478	12652.728351	29560.976128
 70-74 	23498.750956	7502.633677	15996.117279
 75-79 	14547.471548	5098.819964	9448.651584
 80+ 	8199.061415	3205.774723	4993.286692
Total	2758327.279978	1094485.116753	1663842.163226
2013			
 0-4	42248.683221	21534.897736	20713.785485
 5-9	39026.338077	20085.484370	18940.853707
 10-14 	12385.776873	6501.243389	5884.533484
 15-19 	24307.057620	11573.178473	12733.879146
 20-24 	69831.606239	23010.205406	46821.400833
 25-29 	272524.173796	97178.736265	175345.437531
 30-34 	498092.640129	186623.245514	311469.394615
 35-39 	576383.979889	224557.091461	351826.888428
 40-44 	484347.531853	200883.007141	283464.524712
 45-49 	380165.753693	166660.856583	213504.897110
 50-54 	272451.111839	114129.240051	158321.871788
 55-59 	171195.818497	63576.983360	107618.835136
 60-64 	92960.783939	30387.749897	62573.034042
 65-69 	49583.588150	14761.039185	34822.548965
 70-74 	27410.270763	8389.825371	19020.445393
 75-79 	16326.323046	5436.013826	10890.309220
 80+ 	9432.486416	3550.921059	5881.565357
Total	3038673.924039	1198839.719087	1839834.204952
2014			
 0-4	38286.396587	19532.769279	18753.627308
 5-9	44984.493814	23151.522866	21832.970948
 10-14 	13058.403708	6856.320169	6202.083538
 15-19 	29646.648704	14297.236528	15349.412176
 20-24 	70385.879529	23665.993254	46719.886275
 25-29 	272766.008315	97321.899532	175444.108783
 30-34 	524105.536316	196908.535751	327197.000565
 35-39 	633468.811981	245658.525261	387810.286720
 40-44 	542872.332905	221729.470634	321142.862270
 45-49 	427009.678677	185206.793884	241802.884792
 50-54 	308458.795017	130363.233154	178095.561863
 55-59 	199554.172691	75216.757378	124337.415314
 60-64 	109861.681705	36437.409580	73424.272124
 65-69 	57818.221170	17251.785419	40566.435751
 70-74 	31736.265053	9407.750041	22328.515012
 75-79 	18203.640614	5771.280071	12432.360543
 80+ 	10770.356197	3906.385794	6863.970404
Total	3332987.322982	1312683.668598	2020303.654385
2015			
 0-4	32028.721965	16353.767039	15674.954926
 5-9	47713.078535	24566.954530	23146.124006
 10-14 	13664.989874	7174.834015	6490.155859
 15-19 	34902.905491	17096.027363	17806.878129
 20-24 	71033.470309	24497.711507	46535.758802
 25-29 	267444.235753	96296.234263	171148.001491
 30-34 	540744.445755	205587.567795	335156.877960
 35-39 	682886.719040	267617.339142	415269.379898
 40-44 	601113.672905	245576.800484	355536.872421
 45-49 	471319.030739	204018.268135	267300.762604
 50-54 	344248.934582	148040.588158	196208.346424
 55-59 	227421.456825	88008.857174	139412.599651
 60-64 	127515.768389	43442.011356	84073.757032
 65-69 	66611.311178	20260.314515	46350.996663
 70-74 	36155.919094	10591.653296	25564.265798
 75-79 	20055.764841	6151.304171	13904.460670
 80+ 	12114.785661	4269.629335	7845.156325
Total	3596975.210936	1429549.862277	2167425.348660
2016			
 0-4	26157.412648	13352.730005	12804.682644
 5-9	49328.411722	25389.587219	23938.824504
 10-14 	16545.999249	8678.302376	7867.696873
 15-19 	39823.096959	19677.771500	20145.325459
 20-24 	72289.915533	25778.469318	46511.446215
 25-29 	261291.736386	94714.035915	166577.700470
 30-34 	553797.213467	212525.021832	341272.191635
 35-39 	732882.313057	289401.035233	443481.277824
 40-44 	665697.736427	271045.063766	394652.672661
 45-49 	521121.309059	224190.683239	296930.625820
 50-54 	383854.327408	166641.304626	217213.022781
 55-59 	257256.792997	101671.299915	155585.493082
 60-64 	147952.082249	51473.613381	96478.468867
 65-69 	77120.826621	23822.888582	53297.938039
 70-74 	41266.576222	11949.673902	29316.902320
 75-79 	22324.994759	6594.399857	15730.594903
 80+ 	13598.644158	4626.217060	8972.427098
Total	3882309.388921	1551532.097725	2330777.291196
2017			
 0-4	22461.276214	11458.321806	11002.954408
 5-9	46392.533234	23870.697791	22521.835443
 10-14 	24151.152012	12622.825977	11528.326035
 15-19 	44318.549029	21974.833790	22343.715239
 20-24 	74366.244272	27272.532239	47093.712033
 25-29 	255173.352888	92661.958552	162511.394337
 30-34 	562461.751781	216587.187141	345874.564640
 35-39 	779786.583939	309454.382431	470332.201508
 40-44 	733369.884888	297529.283142	435840.601746
 45-49 	575660.845734	245163.401131	330497.444603
 50-54 	426052.191677	185538.559364	240513.632313
 55-59 	288040.238758	115864.402830	172175.835928
 60-64 	170869.623438	60501.970128	110367.653310
 65-69 	89340.956338	27974.552111	61366.404227
 70-74 	46906.916599	13469.430578	33437.486021
 75-79 	25008.372110	7116.805483	17891.566628
 80+ 	15195.728076	4960.812641	10234.915435
Total	4179556.200986	1674021.957136	2505534.243850
2018			
 0-4	17330.386939	8841.551362	8488.835577
 5-9	36925.163431	19028.647861	17896.515570
 10-14 	37005.877845	19253.304516	17752.573329
 15-19 	46645.811868	23112.761084	23533.050784
 20-24 	75817.283235	28622.810463	47194.472772
 25-29 	247302.007153	90212.376265	157089.630888
 30-34 	562733.437929	217420.182627	345313.255302
 35-39 	817219.450172	326504.863876	490714.586296
 40-44 	799087.799809	324277.426559	474810.373249
 45-49 	630715.832262	266289.985662	364425.846600
 50-54 	469100.607901	204401.867510	264698.740391
 55-59 	318762.887465	130480.445681	188282.441784
 60-64 	195107.034832	70368.881289	124738.153543
 65-69 	102789.181217	32672.264380	70116.916837
 70-74 	52868.309124	15162.580780	37705.728345
 75-79 	27948.373568	7712.802085	20235.571483
 80+ 	16858.442546	5273.048784	11585.393762
Total	4454217.887295	1789635.800784	2664582.086511
2019			
 0-4	15083.922333	7691.255218	7392.667115
 5-9	32526.673580	16801.766647	15724.906933
 10-14 	42656.385869	22196.374440	20460.011429
 15-19 	47493.152069	23500.749798	23992.402271
 20-24 	77503.672814	30101.777505	47401.895309
 25-29 	237976.442486	87345.246663	150631.195823
 30-34 	554263.009565	214528.168024	339734.841541
 35-39 	843429.452389	338963.481762	504465.970627
 40-44 	860475.311722	349881.516712	510593.795010
 45-49 	685575.804268	287233.809849	398341.994419
 50-54 	512162.196064	222322.302002	289839.894062
 55-59 	349981.481133	145381.889473	204599.591660
 60-64 	219904.032490	80763.434185	139140.598305
 65-69 	117288.992236	37826.512813	79462.479423
 70-74 	59358.815600	17073.172137	42285.643463
 75-79 	31090.367480	8361.468340	22728.899140
 80+ 	18604.869584	5564.960011	13039.909573
Total	4705374.581681	1895537.885579	2809836.696102
2020			
 0-4	14562.638727	7427.267027	7135.371700
 5-9	28426.412821	14719.936403	13706.476418
 10-14 	45255.264929	23564.184859	21691.080070
 15-19 	47501.827803	23622.561434	23879.266369
 20-24 	79731.724990	31652.281492	48079.443498
 25-29 	228236.557734	84411.376032	143825.181702
 30-34 	538466.497261	208613.555717	329852.941544
 35-39 	858305.816227	346604.466915	511701.349312
 40-44 	915741.903946	373540.985123	542200.918823
 45-49 	742284.216759	309260.135307	433024.081451
 50-54 	553470.148151	238369.703781	315100.444370
 55-59 	382042.141314	160513.517866	221528.623447
 60-64 	244782.936070	91543.334939	153239.601131
 65-69 	132813.002321	43455.968260	89357.034060
 70-74 	66620.926165	19275.149990	47345.776175
 75-79 	34413.950181	9069.176215	25344.773967
 80+ 	20469.694306	5853.045222	14616.649084
Total	4933125.659705	1991496.646583	2941629.013121
2021			
 0-4	13773.931883	7025.636704	6748.295179
 5-9	23466.469934	12171.903641	11294.566294
 10-14 	46773.315426	24353.294275	22420.021151
 15-19 	48590.795912	24246.516104	24344.279808
 20-24 	81999.965332	33225.147935	48774.817396
 25-29 	219021.397781	81646.783379	137374.614402
 30-34 	517554.326546	200787.481186	316766.845360
 35-39 	862142.918842	349368.880894	512774.037949
 40-44 	962628.450447	394298.713165	568329.737282
 45-49 	799870.757435	331248.723927	468622.033508
 50-54 	594748.232975	254308.625389	340439.607586
 55-59 	414653.542542	175583.064140	239070.478401
 60-64 	269279.541852	102533.995175	166745.546677
 65-69 	149539.375719	49652.281261	99887.094458
 70-74 	74764.442148	21800.652444	52963.789704
 75-79 	37929.636546	9853.133537	28076.503009
 80+ 	22485.949561	6151.113788	16334.835773
Total	5139223.050881	2078255.946944	3060967.103937
2022			
 0-4	13798.507625	7036.302892	6762.204734
 5-9	18253.807220	9472.558002	8781.249218
 10-14 	43945.038507	22901.341676	21043.696831
 15-19 	52245.146066	26227.711511	26017.434555
 20-24 	84459.890469	34783.803473	49676.086996
 25-29 	210603.677200	79099.653674	131504.023525
 30-34 	494133.730156	192163.784187	301969.945969
 35-39 	855410.134361	347449.397514	507960.736847
 40-44 	999543.577511	411315.877964	588227.699547
 45-49 	856626.489281	353484.281700	503142.207581
 50-54 	637505.241489	270208.552975	367296.688515
 55-59 	447831.085226	190441.362989	257389.722237
 60-64 	293186.313513	113626.465977	179559.847536
 65-69 	167546.444770	56470.044417	111076.400352
 70-74 	83939.027849	24703.228381	59235.799468
 75-79 	41629.472221	10722.523593	30906.948628
 80+ 	24693.251045	6474.712896	18218.538149
Total	5325350.834510	2156581.603822	3168769.230687
2023			
 0-4	13986.013734	7133.905919	6852.107815
 5-9	13931.757259	7221.388060	6710.369200
 10-14 	34866.745420	18256.487041	16610.258379
 15-19 	60516.501500	30556.782370	29959.719130
 20-24 	85813.623574	35585.779603	50227.843971
 25-29 	203035.704676	76793.120643	126242.584034
 30-34 	470215.230072	183606.125679	286609.104393
 35-39 	838838.989403	341237.377510	497601.611893
 40-44 	1025643.507057	424070.293152	601573.213905
 45-49 	911734.329613	375782.620461	535951.709152
 50-54 	681016.775784	286026.340717	394990.435066
 55-59 	482111.658318	205104.557869	277007.100449
 60-64 	317047.822609	124922.715574	192125.107035
 65-69 	186632.931779	63878.733994	122754.197784
 70-74 	94143.005035	27991.103917	66151.901118
 75-79 	45631.937862	11717.350093	33914.587769
 80+ 	27098.542190	6831.415429	20267.126760
Total	5492265.075884	2226716.098032	3265548.977852
2024			
 0-4	13605.568877	6944.100748	6661.468129
 5-9	11815.010778	6111.056105	5703.954674
 10-14 	30679.120735	16123.270084	14555.850651
 15-19 	60245.793634	30493.312600	29752.481034
 20-24 	86280.712778	35851.316970	50429.395808
 25-29 	197683.146099	75254.440480	122428.705619
 30-34 	447008.670055	175572.874302	271435.795753
 35-39 	813819.521950	331448.726395	482370.795555
 40-44 	1040651.706604	432231.267250	608420.439354
 45-49 	963882.838409	397651.507912	566231.330498
 50-54 	725418.704468	302224.477341	423194.227127
 55-59 	517108.041035	219174.472744	297933.568291
 60-64 	341688.965395	136561.846167	205127.119228
 65-69 	206274.429573	71747.988203	134526.441370
 70-74 	105260.518366	31642.216107	73618.302259
 75-79 	50140.681810	12895.285594	37245.396215
 80+ 	29690.830950	7224.666317	22466.164633
Total	5641254.261517	2289152.825317	3352101.436199
2025			
 0-4	13434.166482	6859.563674	6574.602807
 5-9	11752.086422	6081.851076	5670.235346
 10-14 	26831.861959	14134.778589	12697.083370
 15-19 	56752.201767	28760.753097	27991.448670
 20-24 	86256.587226	35974.275476	50282.311750
 25-29 	194930.081420	74542.269991	120387.811430
 30-34 	425382.133514	168223.863686	257158.269829
 35-39 	782514.114784	319211.251297	463302.863487
 40-44 	1044657.854744	435672.134842	608985.719902
 45-49 	1011277.629311	418275.181969	593002.447342
 50-54 	772724.587063	320060.936787	452663.650276
 55-59 	550965.684288	231723.062809	319242.621479
 60-64 	367448.282747	148510.682884	218937.599863
 65-69 	226047.163505	79959.945729	146087.217775
 70-74 	117242.262092	35662.454989	81579.807103
 75-79 	55323.573732	14299.117710	41024.456022
 80+ 	32473.739373	7662.610520	24811.128853
Total	5776014.010429	2345614.735124	3430399.275304
2026			
 0-4	13406.697252	6847.707620	6558.989633
 5-9	11486.938419	5946.868275	5540.070145
 10-14 	22162.005264	11694.324053	10467.681211
 15-19 	52750.680658	26755.688176	25994.992482
 20-24 	87160.151483	36502.497025	50657.654458
 25-29 	194229.438493	74666.071518	119563.366975
 30-34 	405950.963289	161541.531144	244409.432145
 35-39 	747699.953918	305916.337067	441783.616852
 40-44 	1038129.465385	434415.400253	603714.065132
 45-49 	1051610.561478	436636.896202	614973.665276
 50-54 	821940.534924	338391.957756	483548.577168
 55-59 	585288.983616	244465.243935	340823.739681
 60-64 	394081.289850	160529.347961	233551.941889
 65-69 	245567.129589	88377.427919	157189.701670
 70-74 	130233.685533	40121.198508	90112.487024
 75-79 	61238.212550	15941.029535	45297.183016
 80+ 	35474.737164	8159.271910	27315.465254
Total	5898411.428866	2396908.798857	3501502.630010
2027			
 0-4	13283.802593	6786.860460	6496.942133
 5-9	11341.172523	5869.478447	5471.694077
 10-14 	17239.347595	9101.492178	8137.855417
 15-19 	46451.724676	23568.507614	22883.217063
 20-24 	89943.343977	38036.428795	51906.915182
 25-29 	195410.903870	75518.234567	119892.669302
 30-34 	388728.698866	155381.952248	233346.746618
 35-39 	712302.383553	292808.361656	419494.021896
 40-44 	1021749.410805	428743.508606	593005.902199
 45-49 	1083145.456657	451803.432060	631342.024597
 50-54 	871395.293026	357501.999451	513893.293575
 55-59 	621517.702682	257412.323669	364105.379013
 60-64 	421606.513273	172494.930523	249111.582750
 65-69 	264681.381353	96916.521063	167764.860291
 70-74 	144299.613767	45058.019043	99241.594724
 75-79 	67979.354347	17850.483413	50128.870934
 80+ 	38712.448032	8724.196730	29988.251303
Total	6009788.551596	2443576.730523	3566211.821073
2028			
 0-4	13150.141571	6720.343591	6429.797980
 5-9	11344.975208	5871.245840	5473.729368
 10-14 	13154.679773	6935.784985	6218.894789
 15-19 	36300.121554	18419.666446	17880.455108
 20-24 	96417.877759	41458.927435	54958.950324
 25-29 	196814.965830	76248.719725	120566.246105
 30-34 	373761.335363	149762.433758	223998.901606
 35-39 	678418.941429	280729.486702	397689.454727
 40-44 	996399.090889	419129.309708	577269.781181
 45-49 	1104886.842682	463164.793648	641722.049034
 50-54 	920317.023216	377204.671864	543112.351353
 55-59 	658976.826065	270531.381260	388445.444805
 60-64 	450511.524355	184430.298889	266081.225466
 65-69 	283887.899047	105665.292190	178222.606857
 70-74 	159267.458888	50447.755201	108819.703687
 75-79 	75525.522517	20026.830668	55498.691849
 80+ 	42274.364676	9382.704951	32891.659725
Total	6111409.590824	2486129.646859	3625279.943965
2029			
 0-4	12990.392598	6640.528018	6349.864580
 5-9	11393.893999	5897.635262	5496.258738
 10-14 	11157.844287	5867.149408	5290.694879
 15-19 	31935.280905	16192.086871	15743.194034
 20-24 	94824.375289	40758.577986	54065.797302
 25-29 	197985.323267	76819.938345	121165.384921
 30-34 	362602.705206	145378.674206	217224.031000
 35-39 	647052.821754	269928.694923	377124.126831
 40-44 	963614.196899	406387.586639	557226.610260
 45-49 	1116500.735786	470354.607834	646146.127953
 50-54 	967409.175606	396997.223602	570411.952003
 55-59 	697816.945023	284261.422691	413555.522331
 60-64 	480429.125071	195984.467487	284444.657583
 65-69 	303925.311607	114742.028362	189183.283245
 70-74 	174704.687065	56193.611611	118511.075454
 75-79 	83776.262424	22451.825185	61324.437239
 80+ 	46289.789413	10167.847567	36121.941847
Total	6204408.866199	2525023.905999	3679384.960200
2030			
 0-4	12737.700153	6512.778566	6224.921587
 5-9	11508.329185	5959.725540	5548.603645
 10-14 	11100.584383	5839.975119	5260.609264
 15-19 	28333.998081	14300.308327	14033.689754
 20-24 	90141.400440	38449.065631	51692.334809
 25-29 	198686.587825	77326.554186	121360.033638
 30-34 	355823.835037	142511.854559	213311.980478
 35-39 	618615.780685	260228.849442	358386.931244
 40-44 	925740.387932	391757.058556	533983.329376
 45-49 	1117987.493057	473191.415466	644796.077591
 50-54 	1010858.567074	416048.727131	594809.839943
 55-59 	739901.181889	299748.858051	440152.323837
 60-64 	509600.610764	206305.308073	303295.302691
 65-69 	325108.250607	124126.054234	200982.196373
 70-74 	190266.524799	62208.951538	128057.573261
 75-79 	92690.306417	25128.855023	67561.451394
 80+ 	50860.198517	11103.669422	39756.529095
Total	6289961.736845	2560748.008863	3729213.727981
2031			
 0-4	12514.212806	6399.107766	6115.105040
 5-9	11547.689714	5983.350298	5564.339417
 10-14 	10850.377378	5710.933735	5139.443644
 15-19 	23976.749762	12009.915254	11966.834508
 20-24 	85267.442965	36000.409980	49267.032985
 25-29 	199709.716313	77995.796127	121713.920186
 30-34 	352947.851936	141333.515480	211614.336456
 35-39 	593270.429358	251295.632617	341974.796741
 40-44 	885698.713608	376706.347366	508992.366241
 45-49 	1109732.910736	471653.480659	638079.430077
 50-54 	1048384.139481	433349.776875	615034.362606
 55-59 	784322.606306	315943.395174	468379.211132
 60-64 	539432.174505	216935.683922	322496.490583
 65-69 	347243.104390	133630.157718	213612.946672
 70-74 	205656.986746	68397.555292	137259.431454
 75-79 	102382.655300	28107.024485	74275.630816
 80+ 	56019.270104	12198.252814	43821.017290
Total	6368957.031409	2593650.335562	3775306.695846
2032			
 0-4	12256.929237	6267.922737	5989.006500
 5-9	11465.810286	5942.684387	5523.125898
 10-14 	10711.989454	5636.331232	5075.658222
 15-19 	19345.246305	9572.940755	9772.305549
 20-24 	78918.257933	32773.532119	46144.725814
 25-29 	201520.491673	79145.056825	122375.434847
 30-34 	353532.986595	141719.737335	211813.249260
 35-39 	570737.847115	242782.890673	327954.956442
 40-44 	846409.472549	362475.899734	483933.572815
 45-49 	1092347.487717	465984.328117	626363.159599
 50-54 	1078211.613319	447956.801983	630254.811337
 55-59 	829491.784906	333113.493729	496378.291178
 60-64 	571267.711796	227863.004484	343404.707312
 65-69 	370354.959336	143160.162781	227194.796556
 70-74 	220771.390383	74702.796771	146068.593612
 75-79 	112906.803914	31414.784400	81492.019514
 80+ 	61824.137961	13468.987123	48355.150839
Total	6442074.920478	2623981.355186	3818093.565293
2033			
 0-4	11992.524314	6132.972845	5859.551469
 5-9	11372.140373	5895.179996	5476.960377
 10-14 	10714.271515	5638.052277	5076.219238
 15-19 	15510.634289	7548.556600	7962.077689
 20-24 	69561.867205	28021.836644	41540.030561
 25-29 	205748.347412	81555.939065	124192.408347
 30-34 	355756.458961	142778.936676	212977.522285
 35-39 	551113.165739	234747.408075	316365.757664
 40-44 	809794.919334	349787.357292	460007.562042
 45-49 	1066619.988075	456614.353180	610005.634895
 50-54 	1099255.553490	459223.482422	640032.071068
 55-59 	874690.369339	351087.830605	523602.538734
 60-64 	604506.366587	239068.186392	365438.180195
 65-69 	394885.702049	152742.206019	242143.496030
 70-74 	236035.837434	81193.908061	154841.929373
 75-79 	124125.665667	35034.252499	89091.413168
 80+ 	68299.373115	14924.506310	53374.866804
Total	6509983.184899	2651994.964959	3857988.219940
2034			
 0-4	11767.862570	6018.315340	5749.547230
 5-9	11268.731522	5843.310747	5425.420774
 10-14 	10759.692600	5663.660362	5096.032238
 15-19 	13670.027384	6568.772450	7101.254934
 20-24 	65564.761898	25985.112339	39579.649559
 25-29 	202566.273761	80139.491001	122426.782760
 30-34 	358158.680229	144021.623848	214137.056381
 35-39 	536250.288948	228140.417301	308109.871647
 40-44 	776468.611778	338621.584236	437847.027542
 45-49 	1033978.959427	444319.011337	589659.948090
 50-54 	1111078.654293	466740.624062	644338.030231
 55-59 	918677.960579	369388.158272	549289.802307
 60-64 	639270.227673	250932.199444	388338.028229
 65-69 	420518.886739	162083.889457	258434.997282
 70-74 	252065.649129	87958.806288	164106.842841
 75-79 	135699.956589	38898.835104	96801.121486
 80+ 	75448.658956	16568.680706	58879.978250
Total	6573213.884074	2677892.492293	3895321.391782
2035			
 0-4	11572.719217	5918.816353	5653.902864
 5-9	11118.852236	5767.507742	5351.344494
 10-14 	10866.830898	5723.660704	5143.170195
 15-19 	13565.626704	6515.906184	7049.720521
 20-24 	62241.539896	24246.998814	37994.541082
 25-29 	196855.913845	77347.097474	119508.816371
 30-34 	359810.765579	145162.071350	214648.694229
 35-39 	527073.916498	223576.522619	303497.393879
 40-44 	746423.895790	328514.504066	417909.391724
 45-49 	996712.868370	430326.953995	566385.914375
 50-54 	1113561.352772	470269.241158	643292.111614
 55-59 	959719.344711	387232.622803	572486.721909
 60-64 	677193.014572	264435.402325	412757.612247
 65-69 	445684.157665	170458.084110	275226.073555
 70-74 	269131.602229	94983.743840	174147.858389
 75-79 	147364.534550	42950.634938	104413.899612
 80+ 	83305.462612	18415.118123	64890.344489
Total	6632202.398145	2701844.886597	3930357.511548
2036			
 0-4	11403.381164	5832.478461	5570.902704
 5-9	10921.473444	5666.594616	5254.878828
 10-14 	10902.650171	5746.712597	5155.937574
 15-19 	13265.817947	6363.172481	6902.645467
 20-24 	58258.736883	22160.420379	36098.316505
 25-29 	191516.890458	74647.574949	116869.315509
 30-34 	360941.197639	146095.418777	214845.778862
 35-39 	523321.426682	221480.534203	301840.892479
 40-44 	719509.516625	318920.834718	400588.681908
 45-49 	957686.359169	416095.624916	541590.734253
 50-54 	1106955.059372	469728.549622	637226.509750
 55-59 	995641.996012	403674.985764	591967.010248
 60-64 	717511.814266	278687.856035	438823.958231
 65-69 	471527.205269	179159.966725	292367.238544
 70-74 	287084.841963	102130.593535	184954.248427
 75-79 	158907.013988	47129.320693	111777.693295
 80+ 	91969.165351	20496.618375	71472.546976
Total	6687324.546404	2724017.256845	3963307.289559
2037			
 0-4	11259.890363	5759.358441	5500.531922
 5-9	10688.686932	5546.700930	5141.986002
 10-14 	10824.217978	5707.893360	5116.324617
 15-19 	13067.211265	6262.309540	6804.901725
 20-24 	54002.588005	19932.848212	34069.739793
 25-29 	185505.751014	71550.342640	113955.408375
 30-34 	361793.597912	146952.562313	214841.035599
 35-39 	524406.105835	221779.119591	302626.986244
 40-44 	695344.568226	309424.154875	385920.413351
 45-49 	919753.334061	402845.699425	516907.634636
 50-54 	1091760.427963	465309.415474	626451.012489
 55-59 	1024726.642159	417820.697483	606905.944675
 60-64 	758757.654593	293930.493729	464827.160864
 65-69 	499270.606621	188165.863834	311104.742786
 70-74 	305955.936039	109332.625352	196623.310687
 75-79 	170265.585594	51401.760158	118863.825436
 80+ 	101507.045551	22837.764071	78669.281481
Total	6738889.850109	2744559.609426	3994330.240683
2038			
