Number on ART by age			
	South_Africa		
Total	6139046.131714	2503192.510048	3635853.621666
2039			
 0-4	8633.645747	4426.573830	4207.071917
 5-9	10255.588676	5322.668331	4932.920345
 10-14 	10637.407703	5613.099855	5024.307848
 15-19 	11107.384002	5707.804504	5399.579498
 20-24 	24629.411891	10297.399904	14332.011987
 25-29 	101863.329293	41963.541127	59899.788166
 30-34 	249166.036690	105791.756966	143374.279724
 35-39 	400257.717560	172595.069084	227662.648476
 40-44 	548847.912832	244577.603902	304270.308930
 45-49 	765398.445915	340677.688026	424720.757889
 50-54 	982552.377163	420906.095474	561646.281689
 55-59 	1022980.737793	420834.774555	602145.963238
 60-64 	819976.741335	317263.251310	502713.490025
 65-69 	546329.465369	201807.464216	344522.001153
 70-74 	338769.006186	120061.830210	218707.175976
 75-79 	188288.343933	58313.823844	129974.520089
 80+ 	120027.951917	27331.545615	92696.406301
Total	6179248.146132	2518854.332771	3660393.813361
2040			
 0-4	8562.645762	4390.508912	4172.136849
 5-9	10089.409685	5236.930042	4852.479643
 10-14 	10496.161346	5540.750603	4955.410744
 15-19 	11161.050706	5739.371487	5421.679219
 20-24 	24489.484902	10236.813388	14252.671514
 25-29 	98651.678183	40345.170561	58306.507622
 30-34 	243156.054375	102881.868721	140274.185654
 35-39 	401775.150826	173894.412323	227880.738503
 40-44 	539272.083760	239732.374453	299539.709308
 45-49 	736904.203568	331321.453117	405582.750450
 50-54 	948292.825241	408504.085083	539788.740158
 55-59 	1026112.728283	424604.591934	601508.136349
 60-64 	857224.910711	332993.545938	524231.364773
 65-69 	579392.069789	212933.996117	366458.073672
 70-74 	359604.656280	126426.577562	233178.078717
 75-79 	201195.751299	63056.911347	138138.839952
 80+ 	131139.675084	30261.314088	100878.360996
Total	6216668.756593	2533268.865234	3683399.891359
2041			
 0-4	8498.332675	4357.849247	4140.483428
 5-9	9943.488052	5161.664469	4781.823584
 10-14 	10310.210136	5444.236433	4865.973703
 15-19 	11156.143215	5740.961788	5415.181427
 20-24 	24165.048690	10082.038625	14083.010065
 25-29 	94846.612000	38404.309474	56442.302526
 30-34 	237752.152420	100182.671310	137569.481110
 35-39 	402657.175049	174860.262054	227796.912994
 40-44 	535301.516308	237528.178444	297773.337864
 45-49 	711353.808016	322345.251160	389008.556856
 50-54 	912454.170097	395916.333252	516537.836845
 55-59 	1020976.248650	424753.187904	596223.060745
 60-64 	890005.966455	347591.833048	542414.133408
 65-69 	614621.624022	224731.312488	389890.311534
 70-74 	381040.457225	133082.656398	247957.800827
 75-79 	214847.950552	67905.046191	146942.904362
 80+ 	142592.451695	33365.065924	109227.385772
Total	6251275.386122	2546416.608357	3704858.777766
2042			
 0-4	8432.684254	4324.438920	4108.245334
 5-9	9816.621355	5096.233936	4720.387419
 10-14 	10090.778572	5329.387413	4761.391159
 15-19 	11057.472397	5692.300155	5365.172242
 20-24 	23935.547374	9974.583353	13960.964021
 25-29 	90765.196357	36313.630284	54451.566072
 30-34 	231938.066063	97243.056519	134695.009544
 35-39 	403086.456871	175559.425964	227527.030907
 40-44 	536283.822880	237863.095695	298420.727184
 45-49 	688313.477480	313313.107448	375000.370032
 50-54 	877679.773994	384258.975418	493420.798576
 55-59 	1007978.911278	421425.764297	586553.146980
 60-64 	916776.014469	360282.440409	556493.574060
 65-69 	650715.471621	237394.938401	413320.533219
 70-74 	404136.821142	140005.441332	264131.379810
 75-79 	229275.180219	72815.527966	156459.652253
 80+ 	154424.897396	36643.958642	117780.938754
Total	6283047.277903	2558286.366423	3724760.911480
2043			
 0-4	8372.095230	4293.457170	4078.638060
 5-9	9706.796436	5039.620380	4667.176056
 10-14 	9869.366318	5212.883490	4656.482828
 15-19 	10955.815782	5641.038332	5314.777450
 20-24 	23808.616422	9921.585078	13887.031344
 25-29 	87274.448494	34527.450712	52746.997782
 30-34 	224044.555618	93281.236549	130763.319069
 35-39 	404476.951683	176622.347153	227854.604530
 40-44 	540424.440285	239892.268112	300532.172173
 45-49 	668035.301446	304420.862320	363614.439126
 50-54 	845629.927181	374106.768188	471523.158993
 55-59 	987690.322803	414936.001770	572754.321033
 60-64 	936531.727829	370506.779734	566024.948095
 65-69 	687115.167310	250808.820351	436306.346959
 70-74 	428491.433476	147202.720732	281288.712745
 75-79 	244805.257398	77814.242912	166991.014486
 80+ 	166842.922019	40128.280709	126714.641310
Total	6312023.403715	2568902.324732	3743121.078983
2044			
 0-4	8316.340208	4264.736619	4051.603590
 5-9	9612.972464	4991.275856	4621.696608
 10-14 	9682.547789	5114.517183	4568.030605
 15-19 	10848.420546	5586.687544	5261.733003
 20-24 	23727.784707	9891.587393	13836.197314
 25-29 	85495.585990	33628.685487	51866.900503
 30-34 	220606.722809	91580.983330	129025.739479
 35-39 	399771.732895	174433.747231	225337.985664
 40-44 	544987.467110	242406.457588	302581.009521
 45-49 	652628.315311	296887.143197	355741.172114
 50-54 	816613.389267	365243.331589	451370.057678
 55-59 	961277.177895	405916.975803	555360.202091
 60-64 	948816.901159	377890.686157	570926.215002
 65-69 	722832.236105	264623.192438	458209.043667
 70-74 	454149.389212	154905.530027	299243.859184
 75-79 	261274.704536	82749.700674	178525.003863
 80+ 	180027.548670	43833.828662	136193.720008
Total	6338281.097133	2578319.596435	3759961.500698
2045			
 0-4	8266.392045	4238.775473	4027.616572
 5-9	9531.364132	4949.202921	4582.161211
 10-14 	9525.937740	5032.307455	4493.630285
 15-19 	10704.181845	5512.574224	5191.607621
 20-24 	23713.998811	9895.697144	13818.301667
 25-29 	85226.569806	33522.970939	51703.598867
 30-34 	217778.059448	90154.154449	127623.904999
 35-39 	393358.620117	171243.399399	222115.220718
 40-44 	548285.654312	244612.675575	303672.978737
 45-49 	643380.725169	291674.885802	351705.839367
 50-54 	790346.347382	357031.190887	433315.156494
 55-59 	930745.269039	395434.996258	535310.272781
 60-64 	953440.966486	382187.008751	571253.957735
 65-69 	756491.294474	278272.591411	478218.703063
 70-74 	482139.883616	163679.424447	318460.459169
 75-79 	277666.444908	87219.986752	190446.458156
 80+ 	194022.561476	47743.327782	146279.233694
Total	6361947.964724	2586625.455517	3775322.509206
2046			
 0-4	8224.820877	4216.987453	4007.833425
 5-9	9454.127071	4909.237488	4544.889584
 10-14 	9388.387295	4960.118858	4428.268436
 15-19 	10521.864157	5417.958319	5103.905837
 20-24 	23656.039439	9875.786879	13780.252559
 25-29 	84742.842089	33309.573217	51433.268871
 30-34 	214419.808411	88441.969810	125977.838600
 35-39 	388016.282265	168496.822701	219519.459564
 40-44 	549960.515282	246012.694633	303947.820648
 45-49 	640294.622452	289449.563145	350845.059307
 50-54 	766491.854704	348819.732371	417672.122333
 55-59 	898620.382187	384755.593697	513864.788490
 60-64 	950513.648186	383276.282131	567237.366055
 65-69 	786382.284408	291076.120386	495306.164021
 70-74 	512061.079343	173042.878790	339018.200553
 75-79 	294559.218026	91936.657663	202622.560363
 80+ 	208709.297465	51797.583268	156911.714197
Total	6383084.408898	2593881.904610	3789202.504289
2047			
 0-4	8191.550231	4199.523147	3992.027084
 5-9	9377.819584	4869.501890	4508.317694
 10-14 	9268.771299	4897.352402	4371.418898
 15-19 	10310.563819	5307.664750	5002.899069
 20-24 	23520.130168	9812.707151	13707.423017
 25-29 	84325.601742	33129.010691	51196.591051
 30-34 	210724.099808	86555.458069	124168.641739
 35-39 	382948.474533	165869.382675	217079.091858
 40-44 	550155.690353	246600.043846	303555.646507
 45-49 	642711.428116	290173.990707	352537.437408
 50-54 	744667.866898	340196.089956	404471.776941
 55-59 	867426.384800	374929.245590	492497.139210
 60-64 	940363.055973	381267.032309	559096.023664
 65-69 	811138.951304	302379.300077	508759.651227
 70-74 	542803.116989	183150.682491	359652.434498
 75-79 	312847.422413	96876.010314	215971.412099
 80+ 	224136.355423	55976.663010	168159.692413
Total	6401755.424566	2600156.036513	3801599.388053
2048			
 0-4	8161.060148	4183.693090	3977.367059
 5-9	9306.860027	4832.278791	4474.581236
 10-14 	9165.216436	4843.054974	4322.161463
 15-19 	10098.680268	5196.607507	4902.072762
 20-24 	23389.158333	9750.017838	13639.140495
 25-29 	84002.369809	32996.261445	51006.108364
 30-34 	207433.654228	84887.553459	122546.100769
 35-39 	376383.196594	162536.859863	213846.336731
 40-44 	550329.449455	247008.866470	303320.582985
 45-49 	648928.864754	293067.696930	355861.167824
 50-54 	725307.791643	331469.781512	393838.010131
 55-59 	838722.891262	366469.666653	472253.224609
 60-64 	923471.364292	376425.088627	547046.275665
 65-69 	829853.374876	311698.816185	518154.558691
 70-74 	573907.616408	193916.841224	379990.775185
 75-79 	332235.519607	102051.421277	230184.098330
 80+ 	240689.347849	60319.361416	180369.986433
Total	6418019.552602	2605512.894115	3812506.658487
2049			
 0-4	8131.794299	4168.706890	3963.087410
 5-9	9242.254658	4798.167213	4444.087444
 10-14 	9076.759823	4796.710846	4280.048977
 15-19 	9919.679330	5102.679110	4817.000220
 20-24 	23256.998066	9685.902547	13571.095519
 25-29 	83740.666981	32890.436270	50850.230711
 30-34 	205643.418556	84002.174171	121641.244385
 35-39 	373603.858887	161147.115295	212456.743591
 40-44 	545276.297249	244573.917862	300702.379387
 45-49 	655532.516113	296547.932541	358984.583572
 50-54 	710701.504732	323997.999776	386703.504956
 55-59 	812727.285076	359104.310513	453622.974564
 60-64 	900878.894939	369308.697975	531570.196964
 65-69 	842095.670992	318701.413443	523394.257549
 70-74 	604547.315907	205067.816403	399479.499503
 75-79 	352742.849963	107620.543017	245122.306946
 80+ 	258371.994998	64742.464822	193629.530176
Total	6431940.569348	2610020.573643	3821919.995705
2050			
 0-4	8102.981821	4154.045287	3948.936534
 5-9	9184.656656	4767.625343	4417.031313
 10-14 	8999.799034	4756.378347	4243.420687
 15-19 	9769.090375	5023.817782	4745.272593
 20-24 	23092.793289	9604.027463	13488.765826
 25-29 	83568.835448	32824.709870	50744.125578
 30-34 	205206.198555	83826.728210	121379.470345
 35-39 	371327.376526	159989.471794	211337.904732
 40-44 	538950.328911	241345.995674	297604.333237
 45-49 	660390.466461	299533.593430	360856.873032
 50-54 	702284.534833	318867.355409	383417.179424
 55-59 	788996.208534	352104.194561	436892.013973
 60-64 	874263.320387	360781.764519	513481.555868
 65-69 	847447.340200	323038.841085	524408.499115
 70-74 	633351.933944	216058.816282	417293.117661
 75-79 	374927.620496	113885.092180	261042.528316
 80+ 	276315.316329	68944.067767	207371.248562
Total	6442466.239312	2613184.573983	3829281.665329
